sequence_id	quartet_index	mode_position	seed	split	intensity	pair_group_id	mode_order	plan_sha256
200	49	4	seed017	train	medium	seed017_medium	direct	c0909d20fb4c4f53d03ad95a97cff06b97f77f7ab976269f669e45dfaa274579
201	50	1	seed017	train	heavy	seed017_heavy	shadowsocks	ffda9783de5c3d0774586a885c942fcf309b445a00e89e77532548e142353d5f
202	50	2	seed017	train	heavy	seed017_heavy	trojan	ffda9783de5c3d0774586a885c942fcf309b445a00e89e77532548e142353d5f
203	50	3	seed017	train	heavy	seed017_heavy	direct	ffda9783de5c3d0774586a885c942fcf309b445a00e89e77532548e142353d5f
204	50	4	seed017	train	heavy	seed017_heavy	vless	ffda9783de5c3d0774586a885c942fcf309b445a00e89e77532548e142353d5f
205	51	1	seed018	train	light	seed018_light	trojan	8f27f54d95a5ce26d8f761f7aa466efbb8e7ffbcef3429f2d43ede13248ff57c
206	51	2	seed018	train	light	seed018_light	direct	8f27f54d95a5ce26d8f761f7aa466efbb8e7ffbcef3429f2d43ede13248ff57c
207	51	3	seed018	train	light	seed018_light	vless	8f27f54d95a5ce26d8f761f7aa466efbb8e7ffbcef3429f2d43ede13248ff57c
208	51	4	seed018	train	light	seed018_light	shadowsocks	8f27f54d95a5ce26d8f761f7aa466efbb8e7ffbcef3429f2d43ede13248ff57c
209	52	1	seed018	train	medium	seed018_medium	direct	5de21d792efb9a97d28be06fdc0966f624129f99e723150fba863f1a6de91ea4
210	52	2	seed018	train	medium	seed018_medium	vless	5de21d792efb9a97d28be06fdc0966f624129f99e723150fba863f1a6de91ea4
211	52	3	seed018	train	medium	seed018_medium	shadowsocks	5de21d792efb9a97d28be06fdc0966f624129f99e723150fba863f1a6de91ea4
212	52	4	seed018	train	medium	seed018_medium	trojan	5de21d792efb9a97d28be06fdc0966f624129f99e723150fba863f1a6de91ea4
213	53	1	seed018	train	heavy	seed018_heavy	vless	ed4ed81529246b2d6c9df6895e604cfd1e44b5e2fe8ce74f84046baccc092cc7
214	53	2	seed018	train	heavy	seed018_heavy	shadowsocks	ed4ed81529246b2d6c9df6895e604cfd1e44b5e2fe8ce74f84046baccc092cc7
215	53	3	seed018	train	heavy	seed018_heavy	trojan	ed4ed81529246b2d6c9df6895e604cfd1e44b5e2fe8ce74f84046baccc092cc7
216	53	4	seed018	train	heavy	seed018_heavy	direct	ed4ed81529246b2d6c9df6895e604cfd1e44b5e2fe8ce74f84046baccc092cc7
217	54	1	seed019	train	light	seed019_light	shadowsocks	3b775ce21c382461cadbf8561d97f9e636dc99679f89653076f1fb12ba31f786
218	54	2	seed019	train	light	seed019_light	trojan	3b775ce21c382461cadbf8561d97f9e636dc99679f89653076f1fb12ba31f786
219	54	3	seed019	train	light	seed019_light	direct	3b775ce21c382461cadbf8561d97f9e636dc99679f89653076f1fb12ba31f786
220	54	4	seed019	train	light	seed019_light	vless	3b775ce21c382461cadbf8561d97f9e636dc99679f89653076f1fb12ba31f786
221	55	1	seed019	train	medium	seed019_medium	trojan	963f1305190a491fa987687806796cbf241ac3442772ae16c4830f05ded9bff9
222	55	2	seed019	train	medium	seed019_medium	direct	963f1305190a491fa987687806796cbf241ac3442772ae16c4830f05ded9bff9
223	55	3	seed019	train	medium	seed019_medium	vless	963f1305190a491fa987687806796cbf241ac3442772ae16c4830f05ded9bff9
224	55	4	seed019	train	medium	seed019_medium	shadowsocks	963f1305190a491fa987687806796cbf241ac3442772ae16c4830f05ded9bff9
225	56	1	seed019	train	heavy	seed019_heavy	direct	ec398d13fcb07a5fa908b9ac3ec04dd0b2c392710e6147d05b3b8afb12dc4fee
226	56	2	seed019	train	heavy	seed019_heavy	vless	ec398d13fcb07a5fa908b9ac3ec04dd0b2c392710e6147d05b3b8afb12dc4fee
227	56	3	seed019	train	heavy	seed019_heavy	shadowsocks	ec398d13fcb07a5fa908b9ac3ec04dd0b2c392710e6147d05b3b8afb12dc4fee
228	56	4	seed019	train	heavy	seed019_heavy	trojan	ec398d13fcb07a5fa908b9ac3ec04dd0b2c392710e6147d05b3b8afb12dc4fee
229	57	1	seed020	train	light	seed020_light	vless	34e9956db5587c238cc6e98fcce37ce134e3df2d336fbfd3a051e39919f4d3a8
230	57	2	seed020	train	light	seed020_light	shadowsocks	34e9956db5587c238cc6e98fcce37ce134e3df2d336fbfd3a051e39919f4d3a8
231	57	3	seed020	train	light	seed020_light	trojan	34e9956db5587c238cc6e98fcce37ce134e3df2d336fbfd3a051e39919f4d3a8
232	57	4	seed020	train	light	seed020_light	direct	34e9956db5587c238cc6e98fcce37ce134e3df2d336fbfd3a051e39919f4d3a8
233	58	1	seed020	train	medium	seed020_medium	shadowsocks	b99372c9b865cca3fcf7733c3978b4db45748c87852b220814a51a9d5690ecf1
234	58	2	seed020	train	medium	seed020_medium	trojan	b99372c9b865cca3fcf7733c3978b4db45748c87852b220814a51a9d5690ecf1
235	58	3	seed020	train	medium	seed020_medium	direct	b99372c9b865cca3fcf7733c3978b4db45748c87852b220814a51a9d5690ecf1
236	58	4	seed020	train	medium	seed020_medium	vless	b99372c9b865cca3fcf7733c3978b4db45748c87852b220814a51a9d5690ecf1
237	59	1	seed020	train	heavy	seed020_heavy	trojan	ba6806587ea762b8aa784ed08ceed0a68c6336e5ad5f2a853ce28afc20bac876
238	59	2	seed020	train	heavy	seed020_heavy	direct	ba6806587ea762b8aa784ed08ceed0a68c6336e5ad5f2a853ce28afc20bac876
239	59	3	seed020	train	heavy	seed020_heavy	vless	ba6806587ea762b8aa784ed08ceed0a68c6336e5ad5f2a853ce28afc20bac876
240	59	4	seed020	train	heavy	seed020_heavy	shadowsocks	ba6806587ea762b8aa784ed08ceed0a68c6336e5ad5f2a853ce28afc20bac876
241	60	1	seed021	train	light	seed021_light	direct	a22f150150afcea3da37a1514c3aea52ce0e20baa6bf00c7c6b381f2b5fcbe3c
242	60	2	seed021	train	light	seed021_light	vless	a22f150150afcea3da37a1514c3aea52ce0e20baa6bf00c7c6b381f2b5fcbe3c
243	60	3	seed021	train	light	seed021_light	shadowsocks	a22f150150afcea3da37a1514c3aea52ce0e20baa6bf00c7c6b381f2b5fcbe3c
244	60	4	seed021	train	light	seed021_light	trojan	a22f150150afcea3da37a1514c3aea52ce0e20baa6bf00c7c6b381f2b5fcbe3c
245	61	1	seed021	train	medium	seed021_medium	vless	5c7f3817a56816b9ed3eac8b10c5316d17b52d365adf6ad3d01df4f21e2d390b
246	61	2	seed021	train	medium	seed021_medium	shadowsocks	5c7f3817a56816b9ed3eac8b10c5316d17b52d365adf6ad3d01df4f21e2d390b
247	61	3	seed021	train	medium	seed021_medium	trojan	5c7f3817a56816b9ed3eac8b10c5316d17b52d365adf6ad3d01df4f21e2d390b
248	61	4	seed021	train	medium	seed021_medium	direct	5c7f3817a56816b9ed3eac8b10c5316d17b52d365adf6ad3d01df4f21e2d390b
249	62	1	seed021	train	heavy	seed021_heavy	shadowsocks	ad4b85436732bb8c4baf955d407467cb8f4df1e411dbcaedd6a48eb8d3a11194
250	62	2	seed021	train	heavy	seed021_heavy	trojan	ad4b85436732bb8c4baf955d407467cb8f4df1e411dbcaedd6a48eb8d3a11194
251	62	3	seed021	train	heavy	seed021_heavy	direct	ad4b85436732bb8c4baf955d407467cb8f4df1e411dbcaedd6a48eb8d3a11194
252	62	4	seed021	train	heavy	seed021_heavy	vless	ad4b85436732bb8c4baf955d407467cb8f4df1e411dbcaedd6a48eb8d3a11194
253	63	1	seed022	train	light	seed022_light	trojan	62e3b704552873605d93c3c94850ce55b0382e25fa57f23b5c856453b0e5ff1c
254	63	2	seed022	train	light	seed022_light	direct	62e3b704552873605d93c3c94850ce55b0382e25fa57f23b5c856453b0e5ff1c
255	63	3	seed022	train	light	seed022_light	vless	62e3b704552873605d93c3c94850ce55b0382e25fa57f23b5c856453b0e5ff1c
256	63	4	seed022	train	light	seed022_light	shadowsocks	62e3b704552873605d93c3c94850ce55b0382e25fa57f23b5c856453b0e5ff1c
257	64	1	seed022	train	medium	seed022_medium	direct	9dd92bc9479f0ceaecbe686b00cc98fa11a86f345faa948fcae1190b2c50b622
258	64	2	seed022	train	medium	seed022_medium	vless	9dd92bc9479f0ceaecbe686b00cc98fa11a86f345faa948fcae1190b2c50b622
259	64	3	seed022	train	medium	seed022_medium	shadowsocks	9dd92bc9479f0ceaecbe686b00cc98fa11a86f345faa948fcae1190b2c50b622
260	64	4	seed022	train	medium	seed022_medium	trojan	9dd92bc9479f0ceaecbe686b00cc98fa11a86f345faa948fcae1190b2c50b622
261	65	1	seed022	train	heavy	seed022_heavy	vless	6c4a065a51bcb767ce2a494d78831702731837c5a9e039deb0849199ae98c48b
262	65	2	seed022	train	heavy	seed022_heavy	shadowsocks	6c4a065a51bcb767ce2a494d78831702731837c5a9e039deb0849199ae98c48b
263	65	3	seed022	train	heavy	seed022_heavy	trojan	6c4a065a51bcb767ce2a494d78831702731837c5a9e039deb0849199ae98c48b
264	65	4	seed022	train	heavy	seed022_heavy	direct	6c4a065a51bcb767ce2a494d78831702731837c5a9e039deb0849199ae98c48b
265	66	1	seed023	train	light	seed023_light	shadowsocks	521f3e0f5c30ca9a03f7b73e84d02e3b7b0cc63ee6ffc0343cd03037c4c8334d
266	66	2	seed023	train	light	seed023_light	trojan	521f3e0f5c30ca9a03f7b73e84d02e3b7b0cc63ee6ffc0343cd03037c4c8334d
267	66	3	seed023	train	light	seed023_light	direct	521f3e0f5c30ca9a03f7b73e84d02e3b7b0cc63ee6ffc0343cd03037c4c8334d
268	66	4	seed023	train	light	seed023_light	vless	521f3e0f5c30ca9a03f7b73e84d02e3b7b0cc63ee6ffc0343cd03037c4c8334d
269	67	1	seed023	train	medium	seed023_medium	trojan	f6b205a6d863321c7ffb4b60b020caa930f85dafdfc689958d18b0685ecf6648
270	67	2	seed023	train	medium	seed023_medium	direct	f6b205a6d863321c7ffb4b60b020caa930f85dafdfc689958d18b0685ecf6648
271	67	3	seed023	train	medium	seed023_medium	vless	f6b205a6d863321c7ffb4b60b020caa930f85dafdfc689958d18b0685ecf6648
272	67	4	seed023	train	medium	seed023_medium	shadowsocks	f6b205a6d863321c7ffb4b60b020caa930f85dafdfc689958d18b0685ecf6648
273	68	1	seed023	train	heavy	seed023_heavy	direct	113a361332cb410d7401cfe38ab9a8de784828663c547987004aaacb96ec9562
274	68	2	seed023	train	heavy	seed023_heavy	vless	113a361332cb410d7401cfe38ab9a8de784828663c547987004aaacb96ec9562
275	68	3	seed023	train	heavy	seed023_heavy	shadowsocks	113a361332cb410d7401cfe38ab9a8de784828663c547987004aaacb96ec9562
276	68	4	seed023	train	heavy	seed023_heavy	trojan	113a361332cb410d7401cfe38ab9a8de784828663c547987004aaacb96ec9562
277	69	1	seed024	train	light	seed024_light	vless	9d65535676e869f83ac91e04013abeb6b3ad19e08a19a0e570c106c8c4c8228a
278	69	2	seed024	train	light	seed024_light	shadowsocks	9d65535676e869f83ac91e04013abeb6b3ad19e08a19a0e570c106c8c4c8228a
279	69	3	seed024	train	light	seed024_light	trojan	9d65535676e869f83ac91e04013abeb6b3ad19e08a19a0e570c106c8c4c8228a
280	69	4	seed024	train	light	seed024_light	direct	9d65535676e869f83ac91e04013abeb6b3ad19e08a19a0e570c106c8c4c8228a
281	70	1	seed024	train	medium	seed024_medium	shadowsocks	7931d5cc950cc6eb3750db6c8ba68e0771107f74b14047e45fcf7a3f9d22e69f
282	70	2	seed024	train	medium	seed024_medium	trojan	7931d5cc950cc6eb3750db6c8ba68e0771107f74b14047e45fcf7a3f9d22e69f
283	70	3	seed024	train	medium	seed024_medium	direct	7931d5cc950cc6eb3750db6c8ba68e0771107f74b14047e45fcf7a3f9d22e69f
284	70	4	seed024	train	medium	seed024_medium	vless	7931d5cc950cc6eb3750db6c8ba68e0771107f74b14047e45fcf7a3f9d22e69f
285	71	1	seed024	train	heavy	seed024_heavy	trojan	aa4df10b548511da4e2049709905093a1b39d4991c07a34fdbb4e4a3204ca8fb
286	71	2	seed024	train	heavy	seed024_heavy	direct	aa4df10b548511da4e2049709905093a1b39d4991c07a34fdbb4e4a3204ca8fb
287	71	3	seed024	train	heavy	seed024_heavy	vless	aa4df10b548511da4e2049709905093a1b39d4991c07a34fdbb4e4a3204ca8fb
288	71	4	seed024	train	heavy	seed024_heavy	shadowsocks	aa4df10b548511da4e2049709905093a1b39d4991c07a34fdbb4e4a3204ca8fb
289	72	1	seed025	train	light	seed025_light	direct	d6756166a4e726be2c8b4dfe83624f9220e2d0394c76a096f39073a0cc6848b7
290	72	2	seed025	train	light	seed025_light	vless	d6756166a4e726be2c8b4dfe83624f9220e2d0394c76a096f39073a0cc6848b7
291	72	3	seed025	train	light	seed025_light	shadowsocks	d6756166a4e726be2c8b4dfe83624f9220e2d0394c76a096f39073a0cc6848b7
292	72	4	seed025	train	light	seed025_light	trojan	d6756166a4e726be2c8b4dfe83624f9220e2d0394c76a096f39073a0cc6848b7
293	73	1	seed025	train	medium	seed025_medium	vless	78d08cbc6abea4235e610b368fba614e4a752e6802c6f378e028a233b267270f
294	73	2	seed025	train	medium	seed025_medium	shadowsocks	78d08cbc6abea4235e610b368fba614e4a752e6802c6f378e028a233b267270f
295	73	3	seed025	train	medium	seed025_medium	trojan	78d08cbc6abea4235e610b368fba614e4a752e6802c6f378e028a233b267270f
296	73	4	seed025	train	medium	seed025_medium	direct	78d08cbc6abea4235e610b368fba614e4a752e6802c6f378e028a233b267270f
297	74	1	seed025	train	heavy	seed025_heavy	shadowsocks	0ec83ce81b003ab03cd2a9846c9fde0aa10f90a8dfc34364380e57d3892bb15e
298	74	2	seed025	train	heavy	seed025_heavy	trojan	0ec83ce81b003ab03cd2a9846c9fde0aa10f90a8dfc34364380e57d3892bb15e
299	74	3	seed025	train	heavy	seed025_heavy	direct	0ec83ce81b003ab03cd2a9846c9fde0aa10f90a8dfc34364380e57d3892bb15e
300	74	4	seed025	train	heavy	seed025_heavy	vless	0ec83ce81b003ab03cd2a9846c9fde0aa10f90a8dfc34364380e57d3892bb15e
301	75	1	seed026	train	light	seed026_light	trojan	548d56d39223068a63b7cd9daf66a4bca6c55719a7e51c93efe940226bd2aae5
302	75	2	seed026	train	light	seed026_light	direct	548d56d39223068a63b7cd9daf66a4bca6c55719a7e51c93efe940226bd2aae5
303	75	3	seed026	train	light	seed026_light	vless	548d56d39223068a63b7cd9daf66a4bca6c55719a7e51c93efe940226bd2aae5
304	75	4	seed026	train	light	seed026_light	shadowsocks	548d56d39223068a63b7cd9daf66a4bca6c55719a7e51c93efe940226bd2aae5
305	76	1	seed026	train	medium	seed026_medium	direct	d33b4fbf820b4dc714b59d43a8f8ba12aad609dae4ae8343fed930a06e230011
306	76	2	seed026	train	medium	seed026_medium	vless	d33b4fbf820b4dc714b59d43a8f8ba12aad609dae4ae8343fed930a06e230011
307	76	3	seed026	train	medium	seed026_medium	shadowsocks	d33b4fbf820b4dc714b59d43a8f8ba12aad609dae4ae8343fed930a06e230011
308	76	4	seed026	train	medium	seed026_medium	trojan	d33b4fbf820b4dc714b59d43a8f8ba12aad609dae4ae8343fed930a06e230011
309	77	1	seed026	train	heavy	seed026_heavy	vless	1d6a101893bb0a06fcd525099bb97c6ee7eaa545507c2fd6d2d54f6f00b87c73
310	77	2	seed026	train	heavy	seed026_heavy	shadowsocks	1d6a101893bb0a06fcd525099bb97c6ee7eaa545507c2fd6d2d54f6f00b87c73
311	77	3	seed026	train	heavy	seed026_heavy	trojan	1d6a101893bb0a06fcd525099bb97c6ee7eaa545507c2fd6d2d54f6f00b87c73
312	77	4	seed026	train	heavy	seed026_heavy	direct	1d6a101893bb0a06fcd525099bb97c6ee7eaa545507c2fd6d2d54f6f00b87c73
313	78	1	seed027	train	light	seed027_light	shadowsocks	10a60dadef9241a587b630539c0c4866da4e93940e482853d0aa9aed969ed37c
314	78	2	seed027	train	light	seed027_light	trojan	10a60dadef9241a587b630539c0c4866da4e93940e482853d0aa9aed969ed37c
315	78	3	seed027	train	light	seed027_light	direct	10a60dadef9241a587b630539c0c4866da4e93940e482853d0aa9aed969ed37c
316	78	4	seed027	train	light	seed027_light	vless	10a60dadef9241a587b630539c0c4866da4e93940e482853d0aa9aed969ed37c
317	79	1	seed027	train	medium	seed027_medium	trojan	90484062e5f1595a38788700a8d9c6db4a29b9e280deab26a107fab5897fcf67
318	79	2	seed027	train	medium	seed027_medium	direct	90484062e5f1595a38788700a8d9c6db4a29b9e280deab26a107fab5897fcf67
319	79	3	seed027	train	medium	seed027_medium	vless	90484062e5f1595a38788700a8d9c6db4a29b9e280deab26a107fab5897fcf67
320	79	4	seed027	train	medium	seed027_medium	shadowsocks	90484062e5f1595a38788700a8d9c6db4a29b9e280deab26a107fab5897fcf67
321	80	1	seed027	train	heavy	seed027_heavy	direct	1887c6569d67ce18ec9439f6305a1576aec69c03774fd71d7404500a5a94755e
322	80	2	seed027	train	heavy	seed027_heavy	vless	1887c6569d67ce18ec9439f6305a1576aec69c03774fd71d7404500a5a94755e
323	80	3	seed027	train	heavy	seed027_heavy	shadowsocks	1887c6569d67ce18ec9439f6305a1576aec69c03774fd71d7404500a5a94755e
324	80	4	seed027	train	heavy	seed027_heavy	trojan	1887c6569d67ce18ec9439f6305a1576aec69c03774fd71d7404500a5a94755e
325	81	1	seed028	train	light	seed028_light	vless	bd130dc46e9bb90f9a0fd58326398780e30b6d4be28639939db8a129cd930457
326	81	2	seed028	train	light	seed028_light	shadowsocks	bd130dc46e9bb90f9a0fd58326398780e30b6d4be28639939db8a129cd930457
327	81	3	seed028	train	light	seed028_light	trojan	bd130dc46e9bb90f9a0fd58326398780e30b6d4be28639939db8a129cd930457
328	81	4	seed028	train	light	seed028_light	direct	bd130dc46e9bb90f9a0fd58326398780e30b6d4be28639939db8a129cd930457
329	82	1	seed028	train	medium	seed028_medium	shadowsocks	cce31fd14d75e79f49d3ffa38234292f1b96bf204257bb05bbaed310b9dc459e
330	82	2	seed028	train	medium	seed028_medium	trojan	cce31fd14d75e79f49d3ffa38234292f1b96bf204257bb05bbaed310b9dc459e
331	82	3	seed028	train	medium	seed028_medium	direct	cce31fd14d75e79f49d3ffa38234292f1b96bf204257bb05bbaed310b9dc459e
332	82	4	seed028	train	medium	seed028_medium	vless	cce31fd14d75e79f49d3ffa38234292f1b96bf204257bb05bbaed310b9dc459e
333	83	1	seed028	train	heavy	seed028_heavy	trojan	87b75fc7715e4a5e22b84545b9d916dcf02aae73390b1cbf93149def2346ab23
334	83	2	seed028	train	heavy	seed028_heavy	direct	87b75fc7715e4a5e22b84545b9d916dcf02aae73390b1cbf93149def2346ab23
335	83	3	seed028	train	heavy	seed028_heavy	vless	87b75fc7715e4a5e22b84545b9d916dcf02aae73390b1cbf93149def2346ab23
336	83	4	seed028	train	heavy	seed028_heavy	shadowsocks	87b75fc7715e4a5e22b84545b9d916dcf02aae73390b1cbf93149def2346ab23
337	84	1	seed029	train	light	seed029_light	direct	d9e86e34b1a978558b5554d19a4def8ff66055cad34c0beb3c5e0e947668e7bc
338	84	2	seed029	train	light	seed029_light	vless	d9e86e34b1a978558b5554d19a4def8ff66055cad34c0beb3c5e0e947668e7bc
339	84	3	seed029	train	light	seed029_light	shadowsocks	d9e86e34b1a978558b5554d19a4def8ff66055cad34c0beb3c5e0e947668e7bc
340	84	4	seed029	train	light	seed029_light	trojan	d9e86e34b1a978558b5554d19a4def8ff66055cad34c0beb3c5e0e947668e7bc
341	85	1	seed029	train	medium	seed029_medium	vless	837122d1d7aa82fac2143e4465f2d5930b23e2ff859a0895de3e920341cf39a6
342	85	2	seed029	train	medium	seed029_medium	shadowsocks	837122d1d7aa82fac2143e4465f2d5930b23e2ff859a0895de3e920341cf39a6
343	85	3	seed029	train	medium	seed029_medium	trojan	837122d1d7aa82fac2143e4465f2d5930b23e2ff859a0895de3e920341cf39a6
344	85	4	seed029	train	medium	seed029_medium	direct	837122d1d7aa82fac2143e4465f2d5930b23e2ff859a0895de3e920341cf39a6
345	86	1	seed029	train	heavy	seed029_heavy	shadowsocks	8d80c192eb9580f4503fa4160e025f4f939b72e6c010cb2c27ba6654e439c9e4
346	86	2	seed029	train	heavy	seed029_heavy	trojan	8d80c192eb9580f4503fa4160e025f4f939b72e6c010cb2c27ba6654e439c9e4
347	86	3	seed029	train	heavy	seed029_heavy	direct	8d80c192eb9580f4503fa4160e025f4f939b72e6c010cb2c27ba6654e439c9e4
348	86	4	seed029	train	heavy	seed029_heavy	vless	8d80c192eb9580f4503fa4160e025f4f939b72e6c010cb2c27ba6654e439c9e4
349	87	1	seed030	train	light	seed030_light	trojan	af382cad8459f3b17c94ed9d84d6acc5306fc303f61e286d881c93c04104f129
350	87	2	seed030	train	light	seed030_light	direct	af382cad8459f3b17c94ed9d84d6acc5306fc303f61e286d881c93c04104f129
351	87	3	seed030	train	light	seed030_light	vless	af382cad8459f3b17c94ed9d84d6acc5306fc303f61e286d881c93c04104f129
352	87	4	seed030	train	light	seed030_light	shadowsocks	af382cad8459f3b17c94ed9d84d6acc5306fc303f61e286d881c93c04104f129
353	88	1	seed030	train	medium	seed030_medium	direct	01a448a13018b51ce148957d00aaee3744cd7f50ef686b2c71c4cc93067c4c71
354	88	2	seed030	train	medium	seed030_medium	vless	01a448a13018b51ce148957d00aaee3744cd7f50ef686b2c71c4cc93067c4c71
355	88	3	seed030	train	medium	seed030_medium	shadowsocks	01a448a13018b51ce148957d00aaee3744cd7f50ef686b2c71c4cc93067c4c71
356	88	4	seed030	train	medium	seed030_medium	trojan	01a448a13018b51ce148957d00aaee3744cd7f50ef686b2c71c4cc93067c4c71
357	89	1	seed030	train	heavy	seed030_heavy	vless	42b6043e9e28a540d350a6c8cd6ea285d1b531fb48d53304c63fcd6de0e4b490
358	89	2	seed030	train	heavy	seed030_heavy	shadowsocks	42b6043e9e28a540d350a6c8cd6ea285d1b531fb48d53304c63fcd6de0e4b490
359	89	3	seed030	train	heavy	seed030_heavy	trojan	42b6043e9e28a540d350a6c8cd6ea285d1b531fb48d53304c63fcd6de0e4b490
360	89	4	seed030	train	heavy	seed030_heavy	direct	42b6043e9e28a540d350a6c8cd6ea285d1b531fb48d53304c63fcd6de0e4b490
361	90	1	seed031	train	light	seed031_light	shadowsocks	16ceccfc3851629ec74705305f9a5274206b8453b6def0d8bbbb5fa4bf964d3f
362	90	2	seed031	train	light	seed031_light	trojan	16ceccfc3851629ec74705305f9a5274206b8453b6def0d8bbbb5fa4bf964d3f
363	90	3	seed031	train	light	seed031_light	direct	16ceccfc3851629ec74705305f9a5274206b8453b6def0d8bbbb5fa4bf964d3f
364	90	4	seed031	train	light	seed031_light	vless	16ceccfc3851629ec74705305f9a5274206b8453b6def0d8bbbb5fa4bf964d3f
365	91	1	seed031	train	medium	seed031_medium	trojan	65b828e1922c424d8fd43db45b4ed68c601017807a5a035e8df306af589a8d56
366	91	2	seed031	train	medium	seed031_medium	direct	65b828e1922c424d8fd43db45b4ed68c601017807a5a035e8df306af589a8d56
367	91	3	seed031	train	medium	seed031_medium	vless	65b828e1922c424d8fd43db45b4ed68c601017807a5a035e8df306af589a8d56
368	91	4	seed031	train	medium	seed031_medium	shadowsocks	65b828e1922c424d8fd43db45b4ed68c601017807a5a035e8df306af589a8d56
369	92	1	seed031	train	heavy	seed031_heavy	direct	a337f63dc776e7ecccfac6d5b62aec7b68b59b5831e581b40f9239d9d58abf2e
370	92	2	seed031	train	heavy	seed031_heavy	vless	a337f63dc776e7ecccfac6d5b62aec7b68b59b5831e581b40f9239d9d58abf2e
371	92	3	seed031	train	heavy	seed031_heavy	shadowsocks	a337f63dc776e7ecccfac6d5b62aec7b68b59b5831e581b40f9239d9d58abf2e
372	92	4	seed031	train	heavy	seed031_heavy	trojan	a337f63dc776e7ecccfac6d5b62aec7b68b59b5831e581b40f9239d9d58abf2e
373	93	1	seed032	train	light	seed032_light	vless	bc536e340e493c0ba890e0a2598396b06d79f5a49b0a30874d625481c413a04e
374	93	2	seed032	train	light	seed032_light	shadowsocks	bc536e340e493c0ba890e0a2598396b06d79f5a49b0a30874d625481c413a04e
375	93	3	seed032	train	light	seed032_light	trojan	bc536e340e493c0ba890e0a2598396b06d79f5a49b0a30874d625481c413a04e
376	93	4	seed032	train	light	seed032_light	direct	bc536e340e493c0ba890e0a2598396b06d79f5a49b0a30874d625481c413a04e
377	94	1	seed032	train	medium	seed032_medium	shadowsocks	88283328bb2059199630d948787d498985853bf92dae0a61e843c5c7d71f055b
378	94	2	seed032	train	medium	seed032_medium	trojan	88283328bb2059199630d948787d498985853bf92dae0a61e843c5c7d71f055b
379	94	3	seed032	train	medium	seed032_medium	direct	88283328bb2059199630d948787d498985853bf92dae0a61e843c5c7d71f055b
380	94	4	seed032	train	medium	seed032_medium	vless	88283328bb2059199630d948787d498985853bf92dae0a61e843c5c7d71f055b
381	95	1	seed032	train	heavy	seed032_heavy	trojan	66d220d4c66ab99ce51f78eed51c26f3518abf45410057c74d1a4fbd57f71eb3
382	95	2	seed032	train	heavy	seed032_heavy	direct	66d220d4c66ab99ce51f78eed51c26f3518abf45410057c74d1a4fbd57f71eb3
383	95	3	seed032	train	heavy	seed032_heavy	vless	66d220d4c66ab99ce51f78eed51c26f3518abf45410057c74d1a4fbd57f71eb3
384	95	4	seed032	train	heavy	seed032_heavy	shadowsocks	66d220d4c66ab99ce51f78eed51c26f3518abf45410057c74d1a4fbd57f71eb3
385	96	1	seed033	train	light	seed033_light	direct	42949ad9d4b674f4d5a5b0ae472ee976f674d20710c0e33c0a784a604620b159
386	96	2	seed033	train	light	seed033_light	vless	42949ad9d4b674f4d5a5b0ae472ee976f674d20710c0e33c0a784a604620b159
387	96	3	seed033	train	light	seed033_light	shadowsocks	42949ad9d4b674f4d5a5b0ae472ee976f674d20710c0e33c0a784a604620b159
388	96	4	seed033	train	light	seed033_light	trojan	42949ad9d4b674f4d5a5b0ae472ee976f674d20710c0e33c0a784a604620b159
389	97	1	seed033	train	medium	seed033_medium	vless	c8effad54640072ca8f27231d486f1395c8358292c308998afc9f15c3f3b3cf8
390	97	2	seed033	train	medium	seed033_medium	shadowsocks	c8effad54640072ca8f27231d486f1395c8358292c308998afc9f15c3f3b3cf8
391	97	3	seed033	train	medium	seed033_medium	trojan	c8effad54640072ca8f27231d486f1395c8358292c308998afc9f15c3f3b3cf8
392	97	4	seed033	train	medium	seed033_medium	direct	c8effad54640072ca8f27231d486f1395c8358292c308998afc9f15c3f3b3cf8
393	98	1	seed033	train	heavy	seed033_heavy	shadowsocks	a3c5f3ebedae0a8fe8ebfae8a34bd0e95f6e353d8565e5a5a8d44bd48a04874b
394	98	2	seed033	train	heavy	seed033_heavy	trojan	a3c5f3ebedae0a8fe8ebfae8a34bd0e95f6e353d8565e5a5a8d44bd48a04874b
395	98	3	seed033	train	heavy	seed033_heavy	direct	a3c5f3ebedae0a8fe8ebfae8a34bd0e95f6e353d8565e5a5a8d44bd48a04874b
396	98	4	seed033	train	heavy	seed033_heavy	vless	a3c5f3ebedae0a8fe8ebfae8a34bd0e95f6e353d8565e5a5a8d44bd48a04874b
397	99	1	seed034	train	light	seed034_light	trojan	6aba2cf2497ca328d7c6064630553c88db130a822abcc7b1c8866dd36131b55d
398	99	2	seed034	train	light	seed034_light	direct	6aba2cf2497ca328d7c6064630553c88db130a822abcc7b1c8866dd36131b55d
399	99	3	seed034	train	light	seed034_light	vless	6aba2cf2497ca328d7c6064630553c88db130a822abcc7b1c8866dd36131b55d
400	99	4	seed034	train	light	seed034_light	shadowsocks	6aba2cf2497ca328d7c6064630553c88db130a822abcc7b1c8866dd36131b55d
401	100	1	seed034	train	medium	seed034_medium	direct	4365b7dc31479117801b697a451c57ec615add91da3686102204f07e0b524761
