domain_id	rank	domain	rank_bucket	source_list_id	source_sha256	syntax_eligible	reachability_eligible	main_http_status	main_commit_success	main_commit_latency_ms	warning_count	audit_timestamp	attempt1_status	attempt1_commit_success	attempt1_commit_latency_ms	attempt1_warning_count	attempt1_error	attempt2_status	attempt2_commit_success	attempt2_commit_latency_ms	attempt2_warning_count	attempt2_error	attempt3_status	attempt3_commit_success	attempt3_commit_latency_ms	attempt3_warning_count	attempt3_error	attempt4_status	attempt4_commit_success	attempt4_commit_latency_ms	attempt4_warning_count	attempt4_error	rate_limit_429_count	hard_failure_count	warning_count	replay_stable	audit_timestamp
domain0083	254	booking.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	202	true	2156	0	2026-08-29T05:31:49Z	202	true	2141	0		202	true	1853	0		202	true	2525	0		202	true	2092	0		0	0	0	true	2026-08-29T05:31:49Z
domain0084	259	scorecardresearch.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2576	0	2026-08-29T05:32:05Z	200	true	6641	0		200	true	5646	0		200	true	7277	0		200	true	3886	0		0	0	0	true	2026-08-29T05:32:05Z
domain0085	260	launchpad.net	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1426	0	2026-08-29T05:32:06Z	200	true	3196	0		200	true	5238	0		200	true	4652	0		200	true	5548	0		0	0	0	true	2026-08-29T05:32:06Z
domain0086	262	meraki.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4946	0	2026-08-29T05:32:28Z	200	true	10100	0		200	true	7774	0		200	true	8340	0		200	true	7388	0		0	0	0	true	2026-08-29T05:32:28Z
domain0087	266	ibm.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	5709	3	2026-08-29T05:32:53Z	200	true	14248	1		200	true	13903	1		200	true	14317	0		200	true	15222	1		0	0	3	true	2026-08-29T05:32:53Z
domain0088	267	duckdns.org	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4253	4	2026-08-29T05:32:54Z	200	true	12083	1		200	true	11817	1		200	true	12354	1		200	true	12747	1		0	0	4	true	2026-08-29T05:32:54Z
domain0089	269	alidns.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	84	8	2026-08-29T05:32:14Z	200	true	3166	2		200	true	2003	2		200	true	2123	2		200	true	1858	2		0	0	8	true	2026-08-29T05:32:14Z
domain0090	273	springer.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4768	0	2026-08-29T05:32:44Z	200	true	4394	0		200	true	6306	0		200	true	3810	0		200	true	12930	0		0	0	0	true	2026-08-29T05:32:44Z
domain0091	276	forter.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1917	0	2026-08-29T05:32:40Z	200	true	5013	0		200	true	4891	0		200	true	5212	0		200	true	5068	0		0	0	0	true	2026-08-29T05:32:40Z
domain0092	278	tinyurl.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1358	4	2026-08-29T05:33:09Z	200	true	11412	1		200	true	11748	1		200	true	11375	1		200	true	12029	1		0	0	4	true	2026-08-29T05:33:09Z
domain0093	279	amplitude.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	985	0	2026-08-29T05:32:37Z	200	true	1795	0		200	true	1828	0		200	true	1697	0		200	true	1722	0		0	0	0	true	2026-08-29T05:32:37Z
domain0094	280	nature.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4927	0	2026-08-29T05:33:06Z	200	true	5039	0		200	true	5622	0		200	true	5708	0		200	true	6333	0		0	0	0	true	2026-08-29T05:33:06Z
domain0095	281	oxylabs.io	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	884	8	2026-08-29T05:33:24Z	200	true	6967	2		200	true	11122	2		200	true	11337	2		200	true	11029	2		0	0	8	true	2026-08-29T05:33:24Z
domain0096	283	weibo.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	292	0	2026-08-29T05:32:55Z	200	true	704	0		200	true	333	0		200	true	845	0		200	true	632	0		0	0	0	true	2026-08-29T05:32:55Z
domain0097	286	mozilla.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	5969	2	2026-08-29T05:33:42Z	200	true	15240	1		200	true	6365	0		200	true	8180	0		200	true	16569	1		0	0	2	true	2026-08-29T05:33:42Z
domain0098	287	hp.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	5447	0	2026-08-29T05:33:48Z	200	true	13677	0		200	true	11219	0		200	true	13441	0		200	true	10143	0		0	0	0	true	2026-08-29T05:33:48Z
domain0099	290	www.gov.uk	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1491	4	2026-08-29T05:34:00Z	200	true	12145	1		200	true	12424	1		200	true	14432	1		200	true	12436	1		0	0	4	true	2026-08-29T05:34:00Z
domain0100	291	harvard.edu	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1397	2	2026-08-29T05:33:23Z	200	true	3111	1		200	true	3113	1		200	true	2926	0		200	true	4121	0		0	0	2	true	2026-08-29T05:33:23Z
domain0101	292	debian.org	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2202	0	2026-08-29T05:33:21Z	200	true	2165	0		200	true	2773	0		200	true	3091	0		200	true	2707	0		0	0	0	true	2026-08-29T05:33:21Z
domain0102	294	inmobi.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1636	0	2026-08-29T05:33:40Z	200	true	4658	0		200	true	4287	0		200	true	4623	0		200	true	4887	0		0	0	0	true	2026-08-29T05:33:40Z
domain0103	300	weather.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1144	0	2026-08-29T05:33:42Z	200	true	3859	0		200	true	4225	0		200	true	3981	0		200	true	5496	0		0	0	0	true	2026-08-29T05:33:42Z
domain0104	301	alibaba.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	193	7	2026-08-29T05:33:40Z	200	true	972	2		200	true	830	2		200	true	653	2		200	true	796	1		0	0	7	true	2026-08-29T05:33:40Z
domain0105	302	dnsmadeeasy.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	898	6	2026-08-29T05:34:28Z	200	true	12989	1		200	true	13568	1		200	true	11696	2		200	true	11330	2		0	0	6	true	2026-08-29T05:34:28Z
domain0106	303	mzstatic.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1472	0	2026-08-29T05:33:49Z	200	true	2623	0		200	true	2175	0		200	true	2002	0		200	true	1924	0		0	0	0	true	2026-08-29T05:33:49Z
domain0107	305	avast.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4650	5	2026-08-29T05:34:46Z	200	true	12007	1		200	true	13860	1		200	true	11220	2		200	true	13384	1		0	0	5	true	2026-08-29T05:34:46Z
domain0108	306	php.net	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4439	0	2026-08-29T05:34:25Z	200	true	6483	0		200	true	6804	0		200	true	6992	0		200	true	8409	0		0	0	0	true	2026-08-29T05:34:25Z
domain0109	310	samsungcloud.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3520	0	2026-08-29T05:34:03Z	200	true	1707	0		200	true	1489	0		200	true	1477	0		200	true	1454	0		0	0	0	true	2026-08-29T05:34:03Z
domain0110	312	appsflyer.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3671	4	2026-08-29T05:34:53Z	200	true	16369	1		200	true	12926	1		200	true	12412	1		200	true	13670	1		0	0	4	true	2026-08-29T05:34:53Z
domain0111	314	triplinkintl.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3327	0	2026-08-29T05:34:14Z	200	true	3570	0		200	true	2166	0		200	true	2121	0		200	true	1932	0		0	0	0	true	2026-08-29T05:34:14Z
domain0112	321	datadoghq.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2281	7	2026-08-29T05:34:21Z	200	true	4142	2		200	true	4177	2		200	true	4011	1		200	true	4502	2		0	0	7	true	2026-08-29T05:34:21Z
domain0113	325	amazon.co.uk	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	202	true	3337	0	2026-08-29T05:34:34Z	202	true	5074	0		202	true	3800	0		202	true	3578	0		202	true	5776	0		0	0	0	true	2026-08-29T05:34:34Z
domain0114	327	launchdarkly.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	690	0	2026-08-29T05:34:24Z	200	true	922	0		200	true	1576	0		200	true	1019	0		200	true	1242	0		0	0	0	true	2026-08-29T05:34:24Z
domain0115	329	name.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2135	278	2026-08-29T05:34:48Z	200	true	4033	53		200	true	4158	80		200	true	5218	65		200	true	4980	80		0	0	278	true	2026-08-29T05:34:48Z
domain0116	330	aliyun.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	301	0	2026-08-29T05:34:41Z	200	true	1041	0		200	true	1080	0		200	true	1713	0		200	true	821	0		0	0	0	true	2026-08-29T05:34:41Z
domain0117	333	smartadserver.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4225	4	2026-08-29T05:35:11Z	200	true	11207	1		200	true	6972	1		200	true	5892	1		200	true	7975	1		0	0	4	true	2026-08-29T05:35:11Z
domain0118	338	bilibili.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	422	2	2026-08-29T05:34:44Z	200	true	997	0		200	true	1252	2		200	true	996	0		200	true	906	0		0	0	2	true	2026-08-29T05:34:44Z
domain0119	339	cdc.gov	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	899	0	2026-08-29T05:34:51Z	200	true	2223	0		200	true	1730	0		200	true	1779	0		200	true	1711	0		0	0	0	true	2026-08-29T05:34:51Z
domain0120	341	doubleverify.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1156	4	2026-08-29T05:35:24Z	200	true	3685	0		200	true	4753	1		200	true	6905	2		0	false	18922	1	"Error: Page.goto: net::ERR_SOCKET_NOT_CONNECTED at https://doubleverify.com/
Call log:
  - navigating to ""https://doubleverify.com/"", waiting until ""commit""
"	0	1	4	false	2026-08-29T05:35:24Z
domain0121	345	naver.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3405	16	2026-08-29T05:35:51Z	200	true	12908	5		200	true	16825	3		200	true	12348	3		200	true	12189	5		0	0	16	true	2026-08-29T05:35:51Z
domain0122	351	att.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3501	2	2026-08-29T05:35:50Z	200	true	11685	1		200	true	10477	0		200	true	14695	1		200	true	12713	0		0	0	2	true	2026-08-29T05:35:50Z
domain0123	352	slack.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1489	4	2026-08-29T05:35:13Z	200	true	2287	1		200	true	2360	1		200	true	2371	1		200	true	3757	1		0	0	4	true	2026-08-29T05:35:13Z
domain0124	357	opendns.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2343	6	2026-08-29T05:35:53Z	200	true	12172	1		200	true	12610	2		200	true	12277	2		200	true	12080	1		0	0	6	true	2026-08-29T05:35:53Z
domain0125	359	media.net	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4826	4	2026-08-29T05:35:59Z	200	true	14219	1		200	true	12815	1		200	true	13043	1		200	true	12780	1		0	0	4	true	2026-08-29T05:35:59Z
domain0126	362	google.cn	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	680	0	2026-08-29T05:35:11Z	200	true	728	0		200	true	435	0		200	true	479	0		200	true	430	0		0	0	0	true	2026-08-29T05:35:11Z
domain0127	363	stanford.edu	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1768	4	2026-08-29T05:35:36Z	200	true	2517	1		200	true	2478	1		200	true	2776	1		200	true	2036	1		0	0	4	true	2026-08-29T05:35:36Z
domain0128	365	onelink.me	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4945	4	2026-08-29T05:36:19Z	200	true	12842	1		200	true	12852	1		200	true	13176	1		200	true	13096	1		0	0	4	true	2026-08-29T05:36:19Z
domain0129	366	walmart.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2434	4	2026-08-29T05:36:34Z	200	true	21959	1		200	true	16504	1		200	true	15195	1		200	true	12750	1		0	0	4	true	2026-08-29T05:36:34Z
domain0130	367	calendly.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2064	0	2026-08-29T05:35:46Z	200	true	1993	0		200	true	971	0		200	true	1698	0		200	true	1787	0		0	0	0	true	2026-08-29T05:35:46Z
domain0131	368	nvidia.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3206	0	2026-08-29T05:36:03Z	200	true	3147	0		200	true	2544	0		200	true	2886	0		200	true	2644	0		0	0	0	true	2026-08-29T05:36:03Z
domain0132	369	quickconnect.to	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1237	0	2026-08-29T05:36:23Z	200	true	2294	0		200	true	7948	0		200	true	3502	0		200	true	7037	0		0	0	0	true	2026-08-29T05:36:23Z
domain0133	370	mi.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	698	0	2026-08-29T05:36:07Z	200	true	594	0		200	true	510	0		200	true	732	0		200	true	473	0		0	0	0	true	2026-08-29T05:36:07Z
domain0134	373	zendesk.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2276	0	2026-08-29T05:36:18Z	200	true	3556	0		200	true	2313	0		200	true	3020	0		200	true	2465	0		0	0	0	true	2026-08-29T05:36:18Z
domain0135	376	ip-api.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	5845	2	2026-08-29T05:37:38Z	200	true	15782	0		0	false	30000	1	"TimeoutError: Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://ip-api.com/"", waiting until ""commit""
"	200	true	9224	0		200	true	34513	1		0	1	2	false	2026-08-29T05:37:38Z
domain0136	377	plesk.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2539	0	2026-08-29T05:36:23Z	200	true	1840	0		200	true	2119	0		200	true	2058	0		200	true	1635	0		0	0	0	true	2026-08-29T05:36:23Z
domain0137	379	amazon.de	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	202	true	1845	0	2026-08-29T05:36:39Z	202	true	6347	0		202	true	5086	0		202	true	4341	0		202	true	4963	0		0	0	0	true	2026-08-29T05:36:39Z
domain0138	382	selectel.ru	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1445	0	2026-08-29T05:36:45Z	200	true	6187	0		200	true	5049	0		200	true	4503	0		200	true	5946	0		0	0	0	true	2026-08-29T05:36:45Z
domain0139	383	newrelic.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1059	4	2026-08-29T05:37:19Z	200	true	11163	1		200	true	11733	1		200	true	10896	1		200	true	11533	1		0	0	4	true	2026-08-29T05:37:19Z
domain0140	384	ezvizlife.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4144	1	2026-08-29T05:36:43Z	200	true	2693	0		200	true	1935	0		200	true	1956	1		200	true	1983	0		0	0	1	true	2026-08-29T05:36:43Z
domain0141	386	live-video.net	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1081	0	2026-08-29T05:36:39Z	200	true	396	0		200	true	306	0		200	true	293	0		200	true	296	0		0	0	0	true	2026-08-29T05:36:39Z
domain0142	387	amazontrust.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3380	0	2026-08-29T05:36:44Z	200	true	1420	0		200	true	1256	0		200	true	1221	0		200	true	1189	0		0	0	0	true	2026-08-29T05:36:44Z
domain0143	389	tp-link.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3058	0	2026-08-29T05:37:01Z	200	true	2602	0		200	true	3010	0		200	true	2939	0		200	true	2496	0		0	0	0	true	2026-08-29T05:37:01Z
domain0144	391	nasa.gov	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1198	4	2026-08-29T05:37:22Z	200	true	6718	1		200	true	5642	1		200	true	4893	1		200	true	9928	1		0	0	4	true	2026-08-29T05:37:22Z
domain0145	392	yandex.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2546	0	2026-08-29T05:37:10Z	200	true	3078	0		200	true	2921	0		200	true	5796	0		200	true	3210	0		0	0	0	true	2026-08-29T05:37:10Z
domain0146	399	163.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	298	4	2026-08-29T05:37:05Z	200	true	1565	1		200	true	2438	1		200	true	1308	1		200	true	1205	1		0	0	4	true	2026-08-29T05:37:05Z
domain0147	400	dropcatch.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1116	0	2026-08-29T05:37:14Z	200	true	3996	0		200	true	2855	0		200	true	5076	0		200	true	2427	0		0	0	0	true	2026-08-29T05:37:14Z
domain0148	401	vivoglobal.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2563	0	2026-08-29T05:37:09Z	200	true	2313	0		200	true	2023	0		200	true	1715	0		200	true	2635	0		0	0	0	true	2026-08-29T05:37:09Z
domain0149	402	aliexpress.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	71	0	2026-08-29T05:37:18Z	200	true	435	0		200	true	339	0		200	true	434	0		200	true	372	0		0	0	0	true	2026-08-29T05:37:18Z
domain0150	407	netangels.ru	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3443	4	2026-08-29T05:38:19Z	200	true	14649	1		200	true	13228	1		200	true	14468	1		200	true	15750	1		0	0	4	true	2026-08-29T05:38:19Z
domain0151	409	casalemedia.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	7107	6	2026-08-29T05:38:12Z	200	true	7757	1		200	true	14031	2		200	true	11229	1		200	true	14123	2		0	0	6	true	2026-08-29T05:38:12Z
domain0152	418	huawei.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	695	1	2026-08-29T05:37:31Z	200	true	1284	0		200	true	1168	0		200	true	1096	0		200	true	1401	1		0	0	1	true	2026-08-29T05:37:31Z
domain0153	422	amazonalexa.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2391	0	2026-08-29T05:37:56Z	200	true	5358	0		200	true	9081	0		200	true	7756	0		200	true	4184	0		0	0	0	true	2026-08-29T05:37:56Z
domain0154	424	brave.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1490	0	2026-08-29T05:37:37Z	200	true	1143	0		200	true	820	0		200	true	744	0		200	true	763	0		0	0	0	true	2026-08-29T05:37:37Z
domain0155	425	temu.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1883	0	2026-08-29T05:37:45Z	200	true	2039	0		200	true	2493	0		200	true	2211	0		200	true	3318	0		0	0	0	true	2026-08-29T05:37:45Z
domain0156	430	expireddomains.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	980	0	2026-08-29T05:37:50Z	200	true	4024	0		200	true	2990	0		200	true	3055	0		200	true	2669	0		0	0	0	true	2026-08-29T05:37:50Z
domain0157	433	espn.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2381	0	2026-08-29T05:38:08Z	200	true	5112	0		200	true	5638	0		200	true	5946	0		200	true	5275	0		0	0	0	true	2026-08-29T05:38:08Z
domain0158	437	claude.ai	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	6014	0	2026-08-29T05:38:24Z	200	true	7060	0		200	true	6999	0		200	true	8446	0		200	true	8735	0		0	0	0	true	2026-08-29T05:38:24Z
domain0159	441	wp.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2402	0	2026-08-29T05:38:20Z	200	true	6108	0		200	true	5709	0		200	true	5729	0		200	true	8720	0		0	0	0	true	2026-08-29T05:38:20Z
domain0160	442	intel.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4761	0	2026-08-29T05:38:31Z	200	true	9465	0		200	true	6323	0		200	true	7129	0		200	true	7930	0		0	0	0	true	2026-08-29T05:38:31Z
domain0161	444	ipinfo.io	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1317	0	2026-08-29T05:38:20Z	200	true	3825	0		200	true	3790	0		200	true	3311	0		200	true	2820	0		0	0	0	true	2026-08-29T05:38:20Z
domain0162	446	sohu.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	342	0	2026-08-29T05:38:15Z	200	true	694	0		200	true	892	0		200	true	702	0		200	true	755	0		0	0	0	true	2026-08-29T05:38:15Z
domain0163	447	paloaltonetworks.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3559	8	2026-08-29T05:39:16Z	200	true	13165	2		200	true	13003	2		200	true	12881	2		200	true	13174	2		0	0	8	true	2026-08-29T05:39:16Z
domain0164	450	yahoo.co.jp	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1823	4	2026-08-29T05:39:15Z	200	true	12585	1		200	true	12076	1		200	true	11339	1		200	true	11325	1		0	0	4	true	2026-08-29T05:39:15Z
domain0165	452	go.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4276	4	2026-08-29T05:38:47Z	200	true	3670	1		200	true	3631	1		200	true	3693	1		200	true	5560	1		0	0	4	true	2026-08-29T05:38:47Z
domain0166	453	cloudns.net	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4471	3	2026-08-29T05:39:18Z	200	true	12183	1		200	true	12526	1		200	true	11292	1		200	true	7832	0		0	0	3	true	2026-08-29T05:39:18Z
domain0167	455	sina.com.cn	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	153	22	2026-08-29T05:38:51Z	200	true	3713	9		200	true	4552	3		200	true	3566	5		200	true	3524	5		0	0	22	true	2026-08-29T05:38:51Z
domain0168	456	speedtest.net	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2620	4	2026-08-29T05:39:25Z	200	true	13112	1		200	true	12023	1		200	true	11889	1		200	true	12091	1		0	0	4	true	2026-08-29T05:39:25Z
domain0169	459	cnbc.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	6883	0	2026-08-29T05:39:22Z	200	true	11427	0		200	true	10158	0		200	true	8796	0		200	true	11937	0		0	0	0	true	2026-08-29T05:39:22Z
