sequence_id	quartet_index	mode_position	seed	split	intensity	pair_group_id	mode_order	plan_sha256
201	50	1	seed017	train	heavy	seed017_heavy	shadowsocks	495afe392429beee99f3435e91a05efc0e93ef154dc6e3de7addd47dc53bf54e
202	50	2	seed017	train	heavy	seed017_heavy	trojan	495afe392429beee99f3435e91a05efc0e93ef154dc6e3de7addd47dc53bf54e
203	50	3	seed017	train	heavy	seed017_heavy	direct	495afe392429beee99f3435e91a05efc0e93ef154dc6e3de7addd47dc53bf54e
204	50	4	seed017	train	heavy	seed017_heavy	vless	495afe392429beee99f3435e91a05efc0e93ef154dc6e3de7addd47dc53bf54e
205	51	1	seed018	train	light	seed018_light	trojan	e4d0ba65086f44dfd09d370d4d7c0879ac0efc9f40e9fad8419f55843555b345
206	51	2	seed018	train	light	seed018_light	direct	e4d0ba65086f44dfd09d370d4d7c0879ac0efc9f40e9fad8419f55843555b345
207	51	3	seed018	train	light	seed018_light	vless	e4d0ba65086f44dfd09d370d4d7c0879ac0efc9f40e9fad8419f55843555b345
208	51	4	seed018	train	light	seed018_light	shadowsocks	e4d0ba65086f44dfd09d370d4d7c0879ac0efc9f40e9fad8419f55843555b345
209	52	1	seed018	train	medium	seed018_medium	direct	3d2a1065576416b315f7ae5242c4b1918e832ef637a583348bd05cfa28fa2044
210	52	2	seed018	train	medium	seed018_medium	vless	3d2a1065576416b315f7ae5242c4b1918e832ef637a583348bd05cfa28fa2044
211	52	3	seed018	train	medium	seed018_medium	shadowsocks	3d2a1065576416b315f7ae5242c4b1918e832ef637a583348bd05cfa28fa2044
212	52	4	seed018	train	medium	seed018_medium	trojan	3d2a1065576416b315f7ae5242c4b1918e832ef637a583348bd05cfa28fa2044
213	53	1	seed018	train	heavy	seed018_heavy	vless	3e13b8c93383c2ab407a75c56c01722e471f0c477086a9827d2212f628e7ee34
214	53	2	seed018	train	heavy	seed018_heavy	shadowsocks	3e13b8c93383c2ab407a75c56c01722e471f0c477086a9827d2212f628e7ee34
215	53	3	seed018	train	heavy	seed018_heavy	trojan	3e13b8c93383c2ab407a75c56c01722e471f0c477086a9827d2212f628e7ee34
216	53	4	seed018	train	heavy	seed018_heavy	direct	3e13b8c93383c2ab407a75c56c01722e471f0c477086a9827d2212f628e7ee34
217	54	1	seed019	train	light	seed019_light	shadowsocks	866b760e80439609b15ff805be2f640dc7935029e2c1c99d9df7c8055fcdcbdb
218	54	2	seed019	train	light	seed019_light	trojan	866b760e80439609b15ff805be2f640dc7935029e2c1c99d9df7c8055fcdcbdb
219	54	3	seed019	train	light	seed019_light	direct	866b760e80439609b15ff805be2f640dc7935029e2c1c99d9df7c8055fcdcbdb
220	54	4	seed019	train	light	seed019_light	vless	866b760e80439609b15ff805be2f640dc7935029e2c1c99d9df7c8055fcdcbdb
221	55	1	seed019	train	medium	seed019_medium	trojan	7cd998339b553aadc6a076d0f81f29a16c8381b72383c5fa57d68586ebdda0a1
222	55	2	seed019	train	medium	seed019_medium	direct	7cd998339b553aadc6a076d0f81f29a16c8381b72383c5fa57d68586ebdda0a1
223	55	3	seed019	train	medium	seed019_medium	vless	7cd998339b553aadc6a076d0f81f29a16c8381b72383c5fa57d68586ebdda0a1
224	55	4	seed019	train	medium	seed019_medium	shadowsocks	7cd998339b553aadc6a076d0f81f29a16c8381b72383c5fa57d68586ebdda0a1
225	56	1	seed019	train	heavy	seed019_heavy	direct	fba66aca3a146f43e76e26f772d463cdc1790ef61c661438c76729442afc9ae4
226	56	2	seed019	train	heavy	seed019_heavy	vless	fba66aca3a146f43e76e26f772d463cdc1790ef61c661438c76729442afc9ae4
227	56	3	seed019	train	heavy	seed019_heavy	shadowsocks	fba66aca3a146f43e76e26f772d463cdc1790ef61c661438c76729442afc9ae4
228	56	4	seed019	train	heavy	seed019_heavy	trojan	fba66aca3a146f43e76e26f772d463cdc1790ef61c661438c76729442afc9ae4
229	57	1	seed020	train	light	seed020_light	vless	d4bfcb76dc32444ba090c0cb12962ce4dc73ae35575c94c42cb1a99620340b11
230	57	2	seed020	train	light	seed020_light	shadowsocks	d4bfcb76dc32444ba090c0cb12962ce4dc73ae35575c94c42cb1a99620340b11
231	57	3	seed020	train	light	seed020_light	trojan	d4bfcb76dc32444ba090c0cb12962ce4dc73ae35575c94c42cb1a99620340b11
232	57	4	seed020	train	light	seed020_light	direct	d4bfcb76dc32444ba090c0cb12962ce4dc73ae35575c94c42cb1a99620340b11
233	58	1	seed020	train	medium	seed020_medium	shadowsocks	af84d48a3c2f70ae01fb8da7d11e522aca34c7ee18de55df50ccce5b9f67f0d9
234	58	2	seed020	train	medium	seed020_medium	trojan	af84d48a3c2f70ae01fb8da7d11e522aca34c7ee18de55df50ccce5b9f67f0d9
235	58	3	seed020	train	medium	seed020_medium	direct	af84d48a3c2f70ae01fb8da7d11e522aca34c7ee18de55df50ccce5b9f67f0d9
236	58	4	seed020	train	medium	seed020_medium	vless	af84d48a3c2f70ae01fb8da7d11e522aca34c7ee18de55df50ccce5b9f67f0d9
237	59	1	seed020	train	heavy	seed020_heavy	trojan	b209f5cc35ee8bba9b3de418022aa8b860600f9e11df7feb46bc1224f466fcce
238	59	2	seed020	train	heavy	seed020_heavy	direct	b209f5cc35ee8bba9b3de418022aa8b860600f9e11df7feb46bc1224f466fcce
239	59	3	seed020	train	heavy	seed020_heavy	vless	b209f5cc35ee8bba9b3de418022aa8b860600f9e11df7feb46bc1224f466fcce
240	59	4	seed020	train	heavy	seed020_heavy	shadowsocks	b209f5cc35ee8bba9b3de418022aa8b860600f9e11df7feb46bc1224f466fcce
241	60	1	seed021	train	light	seed021_light	direct	1bc0b63189d1f29a46fded9a799a53f5231e5a0a82dc07cf9bae0a95e5b8e546
242	60	2	seed021	train	light	seed021_light	vless	1bc0b63189d1f29a46fded9a799a53f5231e5a0a82dc07cf9bae0a95e5b8e546
243	60	3	seed021	train	light	seed021_light	shadowsocks	1bc0b63189d1f29a46fded9a799a53f5231e5a0a82dc07cf9bae0a95e5b8e546
244	60	4	seed021	train	light	seed021_light	trojan	1bc0b63189d1f29a46fded9a799a53f5231e5a0a82dc07cf9bae0a95e5b8e546
245	61	1	seed021	train	medium	seed021_medium	vless	840818046aa7fe85fd85fe11c4104d080192c88facae9efd32719f18f403a03e
246	61	2	seed021	train	medium	seed021_medium	shadowsocks	840818046aa7fe85fd85fe11c4104d080192c88facae9efd32719f18f403a03e
247	61	3	seed021	train	medium	seed021_medium	trojan	840818046aa7fe85fd85fe11c4104d080192c88facae9efd32719f18f403a03e
248	61	4	seed021	train	medium	seed021_medium	direct	840818046aa7fe85fd85fe11c4104d080192c88facae9efd32719f18f403a03e
249	62	1	seed021	train	heavy	seed021_heavy	shadowsocks	fec10a489ab021f27775c8189e9cbafa58c8bc0def8bf7c046d0545b81100b00
250	62	2	seed021	train	heavy	seed021_heavy	trojan	fec10a489ab021f27775c8189e9cbafa58c8bc0def8bf7c046d0545b81100b00
251	62	3	seed021	train	heavy	seed021_heavy	direct	fec10a489ab021f27775c8189e9cbafa58c8bc0def8bf7c046d0545b81100b00
252	62	4	seed021	train	heavy	seed021_heavy	vless	fec10a489ab021f27775c8189e9cbafa58c8bc0def8bf7c046d0545b81100b00
253	63	1	seed022	train	light	seed022_light	trojan	805d8bc596992d4e1d33beba858108af8ab0f3cb019488e313a93b451dd7e981
254	63	2	seed022	train	light	seed022_light	direct	805d8bc596992d4e1d33beba858108af8ab0f3cb019488e313a93b451dd7e981
255	63	3	seed022	train	light	seed022_light	vless	805d8bc596992d4e1d33beba858108af8ab0f3cb019488e313a93b451dd7e981
256	63	4	seed022	train	light	seed022_light	shadowsocks	805d8bc596992d4e1d33beba858108af8ab0f3cb019488e313a93b451dd7e981
257	64	1	seed022	train	medium	seed022_medium	direct	248dc980b0d0435d5c754fb15b06f455adf9c6298eab662902be2b0ffcad7a3f
258	64	2	seed022	train	medium	seed022_medium	vless	248dc980b0d0435d5c754fb15b06f455adf9c6298eab662902be2b0ffcad7a3f
259	64	3	seed022	train	medium	seed022_medium	shadowsocks	248dc980b0d0435d5c754fb15b06f455adf9c6298eab662902be2b0ffcad7a3f
260	64	4	seed022	train	medium	seed022_medium	trojan	248dc980b0d0435d5c754fb15b06f455adf9c6298eab662902be2b0ffcad7a3f
261	65	1	seed022	train	heavy	seed022_heavy	vless	0f2935e53048514ed5b9a1c9e4d373156349c6c698c425309fef0976330e059b
262	65	2	seed022	train	heavy	seed022_heavy	shadowsocks	0f2935e53048514ed5b9a1c9e4d373156349c6c698c425309fef0976330e059b
263	65	3	seed022	train	heavy	seed022_heavy	trojan	0f2935e53048514ed5b9a1c9e4d373156349c6c698c425309fef0976330e059b
264	65	4	seed022	train	heavy	seed022_heavy	direct	0f2935e53048514ed5b9a1c9e4d373156349c6c698c425309fef0976330e059b
265	66	1	seed023	train	light	seed023_light	shadowsocks	1bb7de6793ea587911055911465e7b6988dd7787b6f2eaef4f3a3f1794f4f893
266	66	2	seed023	train	light	seed023_light	trojan	1bb7de6793ea587911055911465e7b6988dd7787b6f2eaef4f3a3f1794f4f893
267	66	3	seed023	train	light	seed023_light	direct	1bb7de6793ea587911055911465e7b6988dd7787b6f2eaef4f3a3f1794f4f893
268	66	4	seed023	train	light	seed023_light	vless	1bb7de6793ea587911055911465e7b6988dd7787b6f2eaef4f3a3f1794f4f893
269	67	1	seed023	train	medium	seed023_medium	trojan	8ef17beab5840f558dccbda3c4578cc47a1b71dcb921fa0ed1d6c6a487953fb2
270	67	2	seed023	train	medium	seed023_medium	direct	8ef17beab5840f558dccbda3c4578cc47a1b71dcb921fa0ed1d6c6a487953fb2
271	67	3	seed023	train	medium	seed023_medium	vless	8ef17beab5840f558dccbda3c4578cc47a1b71dcb921fa0ed1d6c6a487953fb2
272	67	4	seed023	train	medium	seed023_medium	shadowsocks	8ef17beab5840f558dccbda3c4578cc47a1b71dcb921fa0ed1d6c6a487953fb2
273	68	1	seed023	train	heavy	seed023_heavy	direct	37e19acf2a1e0a609d89ab20e63d2914e3ec8e660f6b4b2abade5e6896fbe6f1
274	68	2	seed023	train	heavy	seed023_heavy	vless	37e19acf2a1e0a609d89ab20e63d2914e3ec8e660f6b4b2abade5e6896fbe6f1
275	68	3	seed023	train	heavy	seed023_heavy	shadowsocks	37e19acf2a1e0a609d89ab20e63d2914e3ec8e660f6b4b2abade5e6896fbe6f1
276	68	4	seed023	train	heavy	seed023_heavy	trojan	37e19acf2a1e0a609d89ab20e63d2914e3ec8e660f6b4b2abade5e6896fbe6f1
277	69	1	seed024	train	light	seed024_light	vless	c0a73d168eaefd19f4556401e7b0259232c8b48d1b8e52b9f31473c6e13300c2
278	69	2	seed024	train	light	seed024_light	shadowsocks	c0a73d168eaefd19f4556401e7b0259232c8b48d1b8e52b9f31473c6e13300c2
279	69	3	seed024	train	light	seed024_light	trojan	c0a73d168eaefd19f4556401e7b0259232c8b48d1b8e52b9f31473c6e13300c2
280	69	4	seed024	train	light	seed024_light	direct	c0a73d168eaefd19f4556401e7b0259232c8b48d1b8e52b9f31473c6e13300c2
281	70	1	seed024	train	medium	seed024_medium	shadowsocks	59584da7750dfbf2dd12056cc17235d25b191a91cfd9b755c6e9ee389a235caa
282	70	2	seed024	train	medium	seed024_medium	trojan	59584da7750dfbf2dd12056cc17235d25b191a91cfd9b755c6e9ee389a235caa
283	70	3	seed024	train	medium	seed024_medium	direct	59584da7750dfbf2dd12056cc17235d25b191a91cfd9b755c6e9ee389a235caa
284	70	4	seed024	train	medium	seed024_medium	vless	59584da7750dfbf2dd12056cc17235d25b191a91cfd9b755c6e9ee389a235caa
285	71	1	seed024	train	heavy	seed024_heavy	trojan	361f702c0f1bc1369d3927cc6e0558df77c6495ff1df5e55751f56ea66759e92
286	71	2	seed024	train	heavy	seed024_heavy	direct	361f702c0f1bc1369d3927cc6e0558df77c6495ff1df5e55751f56ea66759e92
287	71	3	seed024	train	heavy	seed024_heavy	vless	361f702c0f1bc1369d3927cc6e0558df77c6495ff1df5e55751f56ea66759e92
288	71	4	seed024	train	heavy	seed024_heavy	shadowsocks	361f702c0f1bc1369d3927cc6e0558df77c6495ff1df5e55751f56ea66759e92
289	72	1	seed025	train	light	seed025_light	direct	9a3b349200b13b8acd6f166f18c1b6064567bc588741b51fbce6cc1d05b71011
290	72	2	seed025	train	light	seed025_light	vless	9a3b349200b13b8acd6f166f18c1b6064567bc588741b51fbce6cc1d05b71011
291	72	3	seed025	train	light	seed025_light	shadowsocks	9a3b349200b13b8acd6f166f18c1b6064567bc588741b51fbce6cc1d05b71011
292	72	4	seed025	train	light	seed025_light	trojan	9a3b349200b13b8acd6f166f18c1b6064567bc588741b51fbce6cc1d05b71011
293	73	1	seed025	train	medium	seed025_medium	vless	bc06215f982e6e2887f716092e2e7b29b315ab16ad0af6b718a868d6b2f97f4d
294	73	2	seed025	train	medium	seed025_medium	shadowsocks	bc06215f982e6e2887f716092e2e7b29b315ab16ad0af6b718a868d6b2f97f4d
295	73	3	seed025	train	medium	seed025_medium	trojan	bc06215f982e6e2887f716092e2e7b29b315ab16ad0af6b718a868d6b2f97f4d
296	73	4	seed025	train	medium	seed025_medium	direct	bc06215f982e6e2887f716092e2e7b29b315ab16ad0af6b718a868d6b2f97f4d
297	74	1	seed025	train	heavy	seed025_heavy	shadowsocks	159b110a4d7444ee6c44f33c190823e85604e30c6ae0dfd08f487d01421bf0f3
298	74	2	seed025	train	heavy	seed025_heavy	trojan	159b110a4d7444ee6c44f33c190823e85604e30c6ae0dfd08f487d01421bf0f3
299	74	3	seed025	train	heavy	seed025_heavy	direct	159b110a4d7444ee6c44f33c190823e85604e30c6ae0dfd08f487d01421bf0f3
300	74	4	seed025	train	heavy	seed025_heavy	vless	159b110a4d7444ee6c44f33c190823e85604e30c6ae0dfd08f487d01421bf0f3
301	75	1	seed026	train	light	seed026_light	trojan	4ec88be3684cc03a3a2a11aa65389a06948993e7489fedbccec5abc8d587f828
302	75	2	seed026	train	light	seed026_light	direct	4ec88be3684cc03a3a2a11aa65389a06948993e7489fedbccec5abc8d587f828
303	75	3	seed026	train	light	seed026_light	vless	4ec88be3684cc03a3a2a11aa65389a06948993e7489fedbccec5abc8d587f828
304	75	4	seed026	train	light	seed026_light	shadowsocks	4ec88be3684cc03a3a2a11aa65389a06948993e7489fedbccec5abc8d587f828
305	76	1	seed026	train	medium	seed026_medium	direct	3e40ec3e32d62b959c99dadcaeec996688faa40ee8628355b213ca32974cf4c8
306	76	2	seed026	train	medium	seed026_medium	vless	3e40ec3e32d62b959c99dadcaeec996688faa40ee8628355b213ca32974cf4c8
307	76	3	seed026	train	medium	seed026_medium	shadowsocks	3e40ec3e32d62b959c99dadcaeec996688faa40ee8628355b213ca32974cf4c8
308	76	4	seed026	train	medium	seed026_medium	trojan	3e40ec3e32d62b959c99dadcaeec996688faa40ee8628355b213ca32974cf4c8
309	77	1	seed026	train	heavy	seed026_heavy	vless	c8fca7e35f7ee580a27497d1d79228c776b5c46c682ab21a742446728d2a1099
310	77	2	seed026	train	heavy	seed026_heavy	shadowsocks	c8fca7e35f7ee580a27497d1d79228c776b5c46c682ab21a742446728d2a1099
311	77	3	seed026	train	heavy	seed026_heavy	trojan	c8fca7e35f7ee580a27497d1d79228c776b5c46c682ab21a742446728d2a1099
312	77	4	seed026	train	heavy	seed026_heavy	direct	c8fca7e35f7ee580a27497d1d79228c776b5c46c682ab21a742446728d2a1099
313	78	1	seed027	train	light	seed027_light	shadowsocks	1145bd34b29881e878c34288e688264be2f22dbc36668ace287a4cbf159711b8
314	78	2	seed027	train	light	seed027_light	trojan	1145bd34b29881e878c34288e688264be2f22dbc36668ace287a4cbf159711b8
315	78	3	seed027	train	light	seed027_light	direct	1145bd34b29881e878c34288e688264be2f22dbc36668ace287a4cbf159711b8
316	78	4	seed027	train	light	seed027_light	vless	1145bd34b29881e878c34288e688264be2f22dbc36668ace287a4cbf159711b8
317	79	1	seed027	train	medium	seed027_medium	trojan	98d30201506b631fc1b2f2174b10959aa84eafd98db5ed4e2d2efdcfccd9a180
318	79	2	seed027	train	medium	seed027_medium	direct	98d30201506b631fc1b2f2174b10959aa84eafd98db5ed4e2d2efdcfccd9a180
319	79	3	seed027	train	medium	seed027_medium	vless	98d30201506b631fc1b2f2174b10959aa84eafd98db5ed4e2d2efdcfccd9a180
320	79	4	seed027	train	medium	seed027_medium	shadowsocks	98d30201506b631fc1b2f2174b10959aa84eafd98db5ed4e2d2efdcfccd9a180
321	80	1	seed027	train	heavy	seed027_heavy	direct	d286efcd67b7e5f1660679134a3ac67c4c7ea9fc0d7e7eebdca5e0bc6f333115
322	80	2	seed027	train	heavy	seed027_heavy	vless	d286efcd67b7e5f1660679134a3ac67c4c7ea9fc0d7e7eebdca5e0bc6f333115
323	80	3	seed027	train	heavy	seed027_heavy	shadowsocks	d286efcd67b7e5f1660679134a3ac67c4c7ea9fc0d7e7eebdca5e0bc6f333115
324	80	4	seed027	train	heavy	seed027_heavy	trojan	d286efcd67b7e5f1660679134a3ac67c4c7ea9fc0d7e7eebdca5e0bc6f333115
325	81	1	seed028	train	light	seed028_light	vless	8ad50d534e7f192b33ee98975d40b38327c74b13cde17cf8807f7d88e06fa0bb
326	81	2	seed028	train	light	seed028_light	shadowsocks	8ad50d534e7f192b33ee98975d40b38327c74b13cde17cf8807f7d88e06fa0bb
327	81	3	seed028	train	light	seed028_light	trojan	8ad50d534e7f192b33ee98975d40b38327c74b13cde17cf8807f7d88e06fa0bb
328	81	4	seed028	train	light	seed028_light	direct	8ad50d534e7f192b33ee98975d40b38327c74b13cde17cf8807f7d88e06fa0bb
329	82	1	seed028	train	medium	seed028_medium	shadowsocks	b5fef5fd8a09cd6363448cbc7bf7b63d4124264fbd8d232574a8233622176acd
330	82	2	seed028	train	medium	seed028_medium	trojan	b5fef5fd8a09cd6363448cbc7bf7b63d4124264fbd8d232574a8233622176acd
331	82	3	seed028	train	medium	seed028_medium	direct	b5fef5fd8a09cd6363448cbc7bf7b63d4124264fbd8d232574a8233622176acd
332	82	4	seed028	train	medium	seed028_medium	vless	b5fef5fd8a09cd6363448cbc7bf7b63d4124264fbd8d232574a8233622176acd
333	83	1	seed028	train	heavy	seed028_heavy	trojan	8e5af03ef215dc2faafbb4301b18bef6b22120c9c6fcbf68e55c3e50a4b0e89d
334	83	2	seed028	train	heavy	seed028_heavy	direct	8e5af03ef215dc2faafbb4301b18bef6b22120c9c6fcbf68e55c3e50a4b0e89d
335	83	3	seed028	train	heavy	seed028_heavy	vless	8e5af03ef215dc2faafbb4301b18bef6b22120c9c6fcbf68e55c3e50a4b0e89d
336	83	4	seed028	train	heavy	seed028_heavy	shadowsocks	8e5af03ef215dc2faafbb4301b18bef6b22120c9c6fcbf68e55c3e50a4b0e89d
337	84	1	seed029	train	light	seed029_light	direct	12369f9811f80dc8f2dec72a63297eee55165fa55303f2a472c88a94ac5a3345
338	84	2	seed029	train	light	seed029_light	vless	12369f9811f80dc8f2dec72a63297eee55165fa55303f2a472c88a94ac5a3345
339	84	3	seed029	train	light	seed029_light	shadowsocks	12369f9811f80dc8f2dec72a63297eee55165fa55303f2a472c88a94ac5a3345
340	84	4	seed029	train	light	seed029_light	trojan	12369f9811f80dc8f2dec72a63297eee55165fa55303f2a472c88a94ac5a3345
341	85	1	seed029	train	medium	seed029_medium	vless	3aca357f442987f32ee156c444229eae397d9185f6f5470cb3568cd585f0b629
342	85	2	seed029	train	medium	seed029_medium	shadowsocks	3aca357f442987f32ee156c444229eae397d9185f6f5470cb3568cd585f0b629
343	85	3	seed029	train	medium	seed029_medium	trojan	3aca357f442987f32ee156c444229eae397d9185f6f5470cb3568cd585f0b629
344	85	4	seed029	train	medium	seed029_medium	direct	3aca357f442987f32ee156c444229eae397d9185f6f5470cb3568cd585f0b629
345	86	1	seed029	train	heavy	seed029_heavy	shadowsocks	b9d4ba03258f25c25392b56639acf8e48c20649321d60636114f48233140bbe3
346	86	2	seed029	train	heavy	seed029_heavy	trojan	b9d4ba03258f25c25392b56639acf8e48c20649321d60636114f48233140bbe3
347	86	3	seed029	train	heavy	seed029_heavy	direct	b9d4ba03258f25c25392b56639acf8e48c20649321d60636114f48233140bbe3
348	86	4	seed029	train	heavy	seed029_heavy	vless	b9d4ba03258f25c25392b56639acf8e48c20649321d60636114f48233140bbe3
349	87	1	seed030	train	light	seed030_light	trojan	4996914ca1663375b879cedcf84b08286ff1863ec84c4e36910baa303c66ff34
350	87	2	seed030	train	light	seed030_light	direct	4996914ca1663375b879cedcf84b08286ff1863ec84c4e36910baa303c66ff34
351	87	3	seed030	train	light	seed030_light	vless	4996914ca1663375b879cedcf84b08286ff1863ec84c4e36910baa303c66ff34
352	87	4	seed030	train	light	seed030_light	shadowsocks	4996914ca1663375b879cedcf84b08286ff1863ec84c4e36910baa303c66ff34
353	88	1	seed030	train	medium	seed030_medium	direct	7665e870bb9b8fc7c83010087888d35722235648dbf70b5eec5030e4f825151c
354	88	2	seed030	train	medium	seed030_medium	vless	7665e870bb9b8fc7c83010087888d35722235648dbf70b5eec5030e4f825151c
355	88	3	seed030	train	medium	seed030_medium	shadowsocks	7665e870bb9b8fc7c83010087888d35722235648dbf70b5eec5030e4f825151c
356	88	4	seed030	train	medium	seed030_medium	trojan	7665e870bb9b8fc7c83010087888d35722235648dbf70b5eec5030e4f825151c
357	89	1	seed030	train	heavy	seed030_heavy	vless	c6baac5e677966a3e8e3087c57dcdbc7b8341bdc3b0846e60873c632f820bc4c
358	89	2	seed030	train	heavy	seed030_heavy	shadowsocks	c6baac5e677966a3e8e3087c57dcdbc7b8341bdc3b0846e60873c632f820bc4c
359	89	3	seed030	train	heavy	seed030_heavy	trojan	c6baac5e677966a3e8e3087c57dcdbc7b8341bdc3b0846e60873c632f820bc4c
360	89	4	seed030	train	heavy	seed030_heavy	direct	c6baac5e677966a3e8e3087c57dcdbc7b8341bdc3b0846e60873c632f820bc4c
361	90	1	seed031	train	light	seed031_light	shadowsocks	120244f2ec203ba3788644504616484173cccf7b677c677c3b3da2c08ff470f2
362	90	2	seed031	train	light	seed031_light	trojan	120244f2ec203ba3788644504616484173cccf7b677c677c3b3da2c08ff470f2
363	90	3	seed031	train	light	seed031_light	direct	120244f2ec203ba3788644504616484173cccf7b677c677c3b3da2c08ff470f2
364	90	4	seed031	train	light	seed031_light	vless	120244f2ec203ba3788644504616484173cccf7b677c677c3b3da2c08ff470f2
365	91	1	seed031	train	medium	seed031_medium	trojan	7240ef3bb530c0b6ad04f419daf20219da49236af360a5af65366bb8be2b7ac8
366	91	2	seed031	train	medium	seed031_medium	direct	7240ef3bb530c0b6ad04f419daf20219da49236af360a5af65366bb8be2b7ac8
367	91	3	seed031	train	medium	seed031_medium	vless	7240ef3bb530c0b6ad04f419daf20219da49236af360a5af65366bb8be2b7ac8
368	91	4	seed031	train	medium	seed031_medium	shadowsocks	7240ef3bb530c0b6ad04f419daf20219da49236af360a5af65366bb8be2b7ac8
369	92	1	seed031	train	heavy	seed031_heavy	direct	e173026e6ae16689f8334a44d5ea905b8bd2e34ce87a40abcd1461bb73544f1c
370	92	2	seed031	train	heavy	seed031_heavy	vless	e173026e6ae16689f8334a44d5ea905b8bd2e34ce87a40abcd1461bb73544f1c
371	92	3	seed031	train	heavy	seed031_heavy	shadowsocks	e173026e6ae16689f8334a44d5ea905b8bd2e34ce87a40abcd1461bb73544f1c
372	92	4	seed031	train	heavy	seed031_heavy	trojan	e173026e6ae16689f8334a44d5ea905b8bd2e34ce87a40abcd1461bb73544f1c
373	93	1	seed032	train	light	seed032_light	vless	50ca7d3a5b527adb8fb4dee6b4ddc07a866ae22b318a5a4e2e43a53e6eb6a3bd
374	93	2	seed032	train	light	seed032_light	shadowsocks	50ca7d3a5b527adb8fb4dee6b4ddc07a866ae22b318a5a4e2e43a53e6eb6a3bd
375	93	3	seed032	train	light	seed032_light	trojan	50ca7d3a5b527adb8fb4dee6b4ddc07a866ae22b318a5a4e2e43a53e6eb6a3bd
376	93	4	seed032	train	light	seed032_light	direct	50ca7d3a5b527adb8fb4dee6b4ddc07a866ae22b318a5a4e2e43a53e6eb6a3bd
377	94	1	seed032	train	medium	seed032_medium	shadowsocks	2a4b0690a0e0284df1a113e27c51612f244389a781c7b678903aca9a2fe41a97
378	94	2	seed032	train	medium	seed032_medium	trojan	2a4b0690a0e0284df1a113e27c51612f244389a781c7b678903aca9a2fe41a97
379	94	3	seed032	train	medium	seed032_medium	direct	2a4b0690a0e0284df1a113e27c51612f244389a781c7b678903aca9a2fe41a97
380	94	4	seed032	train	medium	seed032_medium	vless	2a4b0690a0e0284df1a113e27c51612f244389a781c7b678903aca9a2fe41a97
381	95	1	seed032	train	heavy	seed032_heavy	trojan	40c8f2c581bbb8fb3bc1ee27f0edcb2c1c7889274561f461c2621cf2522bf52a
382	95	2	seed032	train	heavy	seed032_heavy	direct	40c8f2c581bbb8fb3bc1ee27f0edcb2c1c7889274561f461c2621cf2522bf52a
383	95	3	seed032	train	heavy	seed032_heavy	vless	40c8f2c581bbb8fb3bc1ee27f0edcb2c1c7889274561f461c2621cf2522bf52a
384	95	4	seed032	train	heavy	seed032_heavy	shadowsocks	40c8f2c581bbb8fb3bc1ee27f0edcb2c1c7889274561f461c2621cf2522bf52a
385	96	1	seed033	train	light	seed033_light	direct	a4cc102229a06070d07800e142188757a6012d160876bfce85d2ce4010d2c4e6
386	96	2	seed033	train	light	seed033_light	vless	a4cc102229a06070d07800e142188757a6012d160876bfce85d2ce4010d2c4e6
387	96	3	seed033	train	light	seed033_light	shadowsocks	a4cc102229a06070d07800e142188757a6012d160876bfce85d2ce4010d2c4e6
388	96	4	seed033	train	light	seed033_light	trojan	a4cc102229a06070d07800e142188757a6012d160876bfce85d2ce4010d2c4e6
389	97	1	seed033	train	medium	seed033_medium	vless	090b982f3106ef4dae44894578d050726dcfec310551cd658d585e7966a00519
390	97	2	seed033	train	medium	seed033_medium	shadowsocks	090b982f3106ef4dae44894578d050726dcfec310551cd658d585e7966a00519
391	97	3	seed033	train	medium	seed033_medium	trojan	090b982f3106ef4dae44894578d050726dcfec310551cd658d585e7966a00519
392	97	4	seed033	train	medium	seed033_medium	direct	090b982f3106ef4dae44894578d050726dcfec310551cd658d585e7966a00519
393	98	1	seed033	train	heavy	seed033_heavy	shadowsocks	f3a44700341977b616e2d5912e9c435bdf5b2f44ae1d6c220df80215a39d15a5
394	98	2	seed033	train	heavy	seed033_heavy	trojan	f3a44700341977b616e2d5912e9c435bdf5b2f44ae1d6c220df80215a39d15a5
395	98	3	seed033	train	heavy	seed033_heavy	direct	f3a44700341977b616e2d5912e9c435bdf5b2f44ae1d6c220df80215a39d15a5
396	98	4	seed033	train	heavy	seed033_heavy	vless	f3a44700341977b616e2d5912e9c435bdf5b2f44ae1d6c220df80215a39d15a5
397	99	1	seed034	train	light	seed034_light	trojan	0b4ed48dc437902c52368aadf4177e458a6388b64709b160b1329ca50b1dca07
398	99	2	seed034	train	light	seed034_light	direct	0b4ed48dc437902c52368aadf4177e458a6388b64709b160b1329ca50b1dca07
399	99	3	seed034	train	light	seed034_light	vless	0b4ed48dc437902c52368aadf4177e458a6388b64709b160b1329ca50b1dca07
400	99	4	seed034	train	light	seed034_light	shadowsocks	0b4ed48dc437902c52368aadf4177e458a6388b64709b160b1329ca50b1dca07
401	100	1	seed034	train	medium	seed034_medium	direct	45d2232d5a17697f44f91406c061f94215bae5b3c5e4e21ac6611a43abf97f9b
402	100	2	seed034	train	medium	seed034_medium	vless	45d2232d5a17697f44f91406c061f94215bae5b3c5e4e21ac6611a43abf97f9b
403	100	3	seed034	train	medium	seed034_medium	shadowsocks	45d2232d5a17697f44f91406c061f94215bae5b3c5e4e21ac6611a43abf97f9b
