schedule_id	sequence_id	quartet_index	mode_position	seed	seed_assignment_id	split	intensity	pair_group_id	plan_id	mode_order	plan_path	plan_sha256
formal_t0_v3_sample0202	202	50	2	seed017	train017	train	heavy	seed017_heavy	formal_t0_v3_seed017_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed017_heavy_workload_plan.json	9dc30509f9d3b0812f0d1a5be278ccc88434298bb2ce3a3b4d59dd842aec3a23
formal_t0_v3_sample0203	203	50	3	seed017	train017	train	heavy	seed017_heavy	formal_t0_v3_seed017_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed017_heavy_workload_plan.json	9dc30509f9d3b0812f0d1a5be278ccc88434298bb2ce3a3b4d59dd842aec3a23
formal_t0_v3_sample0204	204	50	4	seed017	train017	train	heavy	seed017_heavy	formal_t0_v3_seed017_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed017_heavy_workload_plan.json	9dc30509f9d3b0812f0d1a5be278ccc88434298bb2ce3a3b4d59dd842aec3a23
formal_t0_v3_sample0205	205	51	1	seed018	train018	train	light	seed018_light	formal_t0_v3_seed018_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed018_light_workload_plan.json	68858984915cc175f41c0f1f743e0a082d85966ec8bf5b2af18cf51ff87893ef
formal_t0_v3_sample0206	206	51	2	seed018	train018	train	light	seed018_light	formal_t0_v3_seed018_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed018_light_workload_plan.json	68858984915cc175f41c0f1f743e0a082d85966ec8bf5b2af18cf51ff87893ef
formal_t0_v3_sample0207	207	51	3	seed018	train018	train	light	seed018_light	formal_t0_v3_seed018_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed018_light_workload_plan.json	68858984915cc175f41c0f1f743e0a082d85966ec8bf5b2af18cf51ff87893ef
formal_t0_v3_sample0208	208	51	4	seed018	train018	train	light	seed018_light	formal_t0_v3_seed018_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed018_light_workload_plan.json	68858984915cc175f41c0f1f743e0a082d85966ec8bf5b2af18cf51ff87893ef
formal_t0_v3_sample0209	209	52	1	seed018	train018	train	medium	seed018_medium	formal_t0_v3_seed018_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed018_medium_workload_plan.json	5ba532401c788adba3d4fc39dce40db0a81e1543f508bda670370b24307fe46d
formal_t0_v3_sample0210	210	52	2	seed018	train018	train	medium	seed018_medium	formal_t0_v3_seed018_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed018_medium_workload_plan.json	5ba532401c788adba3d4fc39dce40db0a81e1543f508bda670370b24307fe46d
formal_t0_v3_sample0211	211	52	3	seed018	train018	train	medium	seed018_medium	formal_t0_v3_seed018_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed018_medium_workload_plan.json	5ba532401c788adba3d4fc39dce40db0a81e1543f508bda670370b24307fe46d
formal_t0_v3_sample0212	212	52	4	seed018	train018	train	medium	seed018_medium	formal_t0_v3_seed018_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed018_medium_workload_plan.json	5ba532401c788adba3d4fc39dce40db0a81e1543f508bda670370b24307fe46d
formal_t0_v3_sample0213	213	53	1	seed018	train018	train	heavy	seed018_heavy	formal_t0_v3_seed018_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed018_heavy_workload_plan.json	fcfa2f0a7c2a9d24e6560c6d4764d772fb4f03f782496b77106baf2b63fd7896
formal_t0_v3_sample0214	214	53	2	seed018	train018	train	heavy	seed018_heavy	formal_t0_v3_seed018_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed018_heavy_workload_plan.json	fcfa2f0a7c2a9d24e6560c6d4764d772fb4f03f782496b77106baf2b63fd7896
formal_t0_v3_sample0215	215	53	3	seed018	train018	train	heavy	seed018_heavy	formal_t0_v3_seed018_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed018_heavy_workload_plan.json	fcfa2f0a7c2a9d24e6560c6d4764d772fb4f03f782496b77106baf2b63fd7896
formal_t0_v3_sample0216	216	53	4	seed018	train018	train	heavy	seed018_heavy	formal_t0_v3_seed018_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed018_heavy_workload_plan.json	fcfa2f0a7c2a9d24e6560c6d4764d772fb4f03f782496b77106baf2b63fd7896
formal_t0_v3_sample0217	217	54	1	seed019	train019	train	light	seed019_light	formal_t0_v3_seed019_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed019_light_workload_plan.json	1c275129ec779f76a86cd9f5e815f0e7797e28b9d8cd8d4d8cb66a45f7fe25b6
formal_t0_v3_sample0218	218	54	2	seed019	train019	train	light	seed019_light	formal_t0_v3_seed019_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed019_light_workload_plan.json	1c275129ec779f76a86cd9f5e815f0e7797e28b9d8cd8d4d8cb66a45f7fe25b6
formal_t0_v3_sample0219	219	54	3	seed019	train019	train	light	seed019_light	formal_t0_v3_seed019_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed019_light_workload_plan.json	1c275129ec779f76a86cd9f5e815f0e7797e28b9d8cd8d4d8cb66a45f7fe25b6
formal_t0_v3_sample0220	220	54	4	seed019	train019	train	light	seed019_light	formal_t0_v3_seed019_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed019_light_workload_plan.json	1c275129ec779f76a86cd9f5e815f0e7797e28b9d8cd8d4d8cb66a45f7fe25b6
formal_t0_v3_sample0221	221	55	1	seed019	train019	train	medium	seed019_medium	formal_t0_v3_seed019_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed019_medium_workload_plan.json	dd7a9c03a4f1c5bf068634b0d389aa243042388d39d5d91e051fb11243fe6194
formal_t0_v3_sample0222	222	55	2	seed019	train019	train	medium	seed019_medium	formal_t0_v3_seed019_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed019_medium_workload_plan.json	dd7a9c03a4f1c5bf068634b0d389aa243042388d39d5d91e051fb11243fe6194
formal_t0_v3_sample0223	223	55	3	seed019	train019	train	medium	seed019_medium	formal_t0_v3_seed019_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed019_medium_workload_plan.json	dd7a9c03a4f1c5bf068634b0d389aa243042388d39d5d91e051fb11243fe6194
formal_t0_v3_sample0224	224	55	4	seed019	train019	train	medium	seed019_medium	formal_t0_v3_seed019_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed019_medium_workload_plan.json	dd7a9c03a4f1c5bf068634b0d389aa243042388d39d5d91e051fb11243fe6194
formal_t0_v3_sample0225	225	56	1	seed019	train019	train	heavy	seed019_heavy	formal_t0_v3_seed019_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed019_heavy_workload_plan.json	dbf0f75e1f326bcbf800c264b199c18ac31a76b3ffa5defe5231aecf83978b55
formal_t0_v3_sample0226	226	56	2	seed019	train019	train	heavy	seed019_heavy	formal_t0_v3_seed019_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed019_heavy_workload_plan.json	dbf0f75e1f326bcbf800c264b199c18ac31a76b3ffa5defe5231aecf83978b55
formal_t0_v3_sample0227	227	56	3	seed019	train019	train	heavy	seed019_heavy	formal_t0_v3_seed019_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed019_heavy_workload_plan.json	dbf0f75e1f326bcbf800c264b199c18ac31a76b3ffa5defe5231aecf83978b55
formal_t0_v3_sample0228	228	56	4	seed019	train019	train	heavy	seed019_heavy	formal_t0_v3_seed019_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed019_heavy_workload_plan.json	dbf0f75e1f326bcbf800c264b199c18ac31a76b3ffa5defe5231aecf83978b55
formal_t0_v3_sample0229	229	57	1	seed020	train020	train	light	seed020_light	formal_t0_v3_seed020_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed020_light_workload_plan.json	1293c017b1fb62c6d0833933e9f7115b94285cc4b5463602320e4a219413bc2e
formal_t0_v3_sample0230	230	57	2	seed020	train020	train	light	seed020_light	formal_t0_v3_seed020_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed020_light_workload_plan.json	1293c017b1fb62c6d0833933e9f7115b94285cc4b5463602320e4a219413bc2e
formal_t0_v3_sample0231	231	57	3	seed020	train020	train	light	seed020_light	formal_t0_v3_seed020_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed020_light_workload_plan.json	1293c017b1fb62c6d0833933e9f7115b94285cc4b5463602320e4a219413bc2e
formal_t0_v3_sample0232	232	57	4	seed020	train020	train	light	seed020_light	formal_t0_v3_seed020_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed020_light_workload_plan.json	1293c017b1fb62c6d0833933e9f7115b94285cc4b5463602320e4a219413bc2e
formal_t0_v3_sample0233	233	58	1	seed020	train020	train	medium	seed020_medium	formal_t0_v3_seed020_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed020_medium_workload_plan.json	379349eab1423435197e034c592bc7d34edf7d0630f31b6a7fa3c4a5d4e71ad8
formal_t0_v3_sample0234	234	58	2	seed020	train020	train	medium	seed020_medium	formal_t0_v3_seed020_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed020_medium_workload_plan.json	379349eab1423435197e034c592bc7d34edf7d0630f31b6a7fa3c4a5d4e71ad8
formal_t0_v3_sample0235	235	58	3	seed020	train020	train	medium	seed020_medium	formal_t0_v3_seed020_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed020_medium_workload_plan.json	379349eab1423435197e034c592bc7d34edf7d0630f31b6a7fa3c4a5d4e71ad8
formal_t0_v3_sample0236	236	58	4	seed020	train020	train	medium	seed020_medium	formal_t0_v3_seed020_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed020_medium_workload_plan.json	379349eab1423435197e034c592bc7d34edf7d0630f31b6a7fa3c4a5d4e71ad8
formal_t0_v3_sample0237	237	59	1	seed020	train020	train	heavy	seed020_heavy	formal_t0_v3_seed020_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed020_heavy_workload_plan.json	e6d73beda08d323061fbe4b94311bf3517ca8689b1a0df84497efb5a82e7c7db
formal_t0_v3_sample0238	238	59	2	seed020	train020	train	heavy	seed020_heavy	formal_t0_v3_seed020_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed020_heavy_workload_plan.json	e6d73beda08d323061fbe4b94311bf3517ca8689b1a0df84497efb5a82e7c7db
formal_t0_v3_sample0239	239	59	3	seed020	train020	train	heavy	seed020_heavy	formal_t0_v3_seed020_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed020_heavy_workload_plan.json	e6d73beda08d323061fbe4b94311bf3517ca8689b1a0df84497efb5a82e7c7db
formal_t0_v3_sample0240	240	59	4	seed020	train020	train	heavy	seed020_heavy	formal_t0_v3_seed020_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed020_heavy_workload_plan.json	e6d73beda08d323061fbe4b94311bf3517ca8689b1a0df84497efb5a82e7c7db
formal_t0_v3_sample0241	241	60	1	seed021	train021	train	light	seed021_light	formal_t0_v3_seed021_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed021_light_workload_plan.json	951acdc934466d972182f083ba7d4414e931fad6b9630dfb8e4821ccc44ae25c
formal_t0_v3_sample0242	242	60	2	seed021	train021	train	light	seed021_light	formal_t0_v3_seed021_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed021_light_workload_plan.json	951acdc934466d972182f083ba7d4414e931fad6b9630dfb8e4821ccc44ae25c
formal_t0_v3_sample0243	243	60	3	seed021	train021	train	light	seed021_light	formal_t0_v3_seed021_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed021_light_workload_plan.json	951acdc934466d972182f083ba7d4414e931fad6b9630dfb8e4821ccc44ae25c
formal_t0_v3_sample0244	244	60	4	seed021	train021	train	light	seed021_light	formal_t0_v3_seed021_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed021_light_workload_plan.json	951acdc934466d972182f083ba7d4414e931fad6b9630dfb8e4821ccc44ae25c
formal_t0_v3_sample0245	245	61	1	seed021	train021	train	medium	seed021_medium	formal_t0_v3_seed021_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed021_medium_workload_plan.json	d785de1c220a8d68caea7f98f09e976793015eb810d2640fd2e6f626e7f44f81
formal_t0_v3_sample0246	246	61	2	seed021	train021	train	medium	seed021_medium	formal_t0_v3_seed021_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed021_medium_workload_plan.json	d785de1c220a8d68caea7f98f09e976793015eb810d2640fd2e6f626e7f44f81
formal_t0_v3_sample0247	247	61	3	seed021	train021	train	medium	seed021_medium	formal_t0_v3_seed021_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed021_medium_workload_plan.json	d785de1c220a8d68caea7f98f09e976793015eb810d2640fd2e6f626e7f44f81
formal_t0_v3_sample0248	248	61	4	seed021	train021	train	medium	seed021_medium	formal_t0_v3_seed021_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed021_medium_workload_plan.json	d785de1c220a8d68caea7f98f09e976793015eb810d2640fd2e6f626e7f44f81
formal_t0_v3_sample0249	249	62	1	seed021	train021	train	heavy	seed021_heavy	formal_t0_v3_seed021_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed021_heavy_workload_plan.json	32fa8eee3f901286d3f1b1cb53817cf587fe1404dccb4ad4e6731fa8e9dacea8
formal_t0_v3_sample0250	250	62	2	seed021	train021	train	heavy	seed021_heavy	formal_t0_v3_seed021_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed021_heavy_workload_plan.json	32fa8eee3f901286d3f1b1cb53817cf587fe1404dccb4ad4e6731fa8e9dacea8
formal_t0_v3_sample0251	251	62	3	seed021	train021	train	heavy	seed021_heavy	formal_t0_v3_seed021_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed021_heavy_workload_plan.json	32fa8eee3f901286d3f1b1cb53817cf587fe1404dccb4ad4e6731fa8e9dacea8
formal_t0_v3_sample0252	252	62	4	seed021	train021	train	heavy	seed021_heavy	formal_t0_v3_seed021_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed021_heavy_workload_plan.json	32fa8eee3f901286d3f1b1cb53817cf587fe1404dccb4ad4e6731fa8e9dacea8
formal_t0_v3_sample0253	253	63	1	seed022	train022	train	light	seed022_light	formal_t0_v3_seed022_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed022_light_workload_plan.json	1e361a82ec25780efa1abd1967e947adf45858a472ef878153832f266ba902c3
formal_t0_v3_sample0254	254	63	2	seed022	train022	train	light	seed022_light	formal_t0_v3_seed022_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed022_light_workload_plan.json	1e361a82ec25780efa1abd1967e947adf45858a472ef878153832f266ba902c3
formal_t0_v3_sample0255	255	63	3	seed022	train022	train	light	seed022_light	formal_t0_v3_seed022_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed022_light_workload_plan.json	1e361a82ec25780efa1abd1967e947adf45858a472ef878153832f266ba902c3
formal_t0_v3_sample0256	256	63	4	seed022	train022	train	light	seed022_light	formal_t0_v3_seed022_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed022_light_workload_plan.json	1e361a82ec25780efa1abd1967e947adf45858a472ef878153832f266ba902c3
formal_t0_v3_sample0257	257	64	1	seed022	train022	train	medium	seed022_medium	formal_t0_v3_seed022_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed022_medium_workload_plan.json	158f64fd1f99baf8d29911100bcf24982125ac367196a4305a0ffa3a96a05d7e
formal_t0_v3_sample0258	258	64	2	seed022	train022	train	medium	seed022_medium	formal_t0_v3_seed022_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed022_medium_workload_plan.json	158f64fd1f99baf8d29911100bcf24982125ac367196a4305a0ffa3a96a05d7e
formal_t0_v3_sample0259	259	64	3	seed022	train022	train	medium	seed022_medium	formal_t0_v3_seed022_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed022_medium_workload_plan.json	158f64fd1f99baf8d29911100bcf24982125ac367196a4305a0ffa3a96a05d7e
formal_t0_v3_sample0260	260	64	4	seed022	train022	train	medium	seed022_medium	formal_t0_v3_seed022_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed022_medium_workload_plan.json	158f64fd1f99baf8d29911100bcf24982125ac367196a4305a0ffa3a96a05d7e
formal_t0_v3_sample0261	261	65	1	seed022	train022	train	heavy	seed022_heavy	formal_t0_v3_seed022_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed022_heavy_workload_plan.json	286918bd9cd717fa1eac2181ed5a3ce4d3ca51e17d7e2eac54a3d4d3c8676373
formal_t0_v3_sample0262	262	65	2	seed022	train022	train	heavy	seed022_heavy	formal_t0_v3_seed022_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed022_heavy_workload_plan.json	286918bd9cd717fa1eac2181ed5a3ce4d3ca51e17d7e2eac54a3d4d3c8676373
formal_t0_v3_sample0263	263	65	3	seed022	train022	train	heavy	seed022_heavy	formal_t0_v3_seed022_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed022_heavy_workload_plan.json	286918bd9cd717fa1eac2181ed5a3ce4d3ca51e17d7e2eac54a3d4d3c8676373
formal_t0_v3_sample0264	264	65	4	seed022	train022	train	heavy	seed022_heavy	formal_t0_v3_seed022_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed022_heavy_workload_plan.json	286918bd9cd717fa1eac2181ed5a3ce4d3ca51e17d7e2eac54a3d4d3c8676373
formal_t0_v3_sample0265	265	66	1	seed023	train023	train	light	seed023_light	formal_t0_v3_seed023_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed023_light_workload_plan.json	a06f6b8cbff4c03b6065fa9bceb610626afe1c416c614e31c1a351f7283e9f87
formal_t0_v3_sample0266	266	66	2	seed023	train023	train	light	seed023_light	formal_t0_v3_seed023_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed023_light_workload_plan.json	a06f6b8cbff4c03b6065fa9bceb610626afe1c416c614e31c1a351f7283e9f87
formal_t0_v3_sample0267	267	66	3	seed023	train023	train	light	seed023_light	formal_t0_v3_seed023_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed023_light_workload_plan.json	a06f6b8cbff4c03b6065fa9bceb610626afe1c416c614e31c1a351f7283e9f87
formal_t0_v3_sample0268	268	66	4	seed023	train023	train	light	seed023_light	formal_t0_v3_seed023_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed023_light_workload_plan.json	a06f6b8cbff4c03b6065fa9bceb610626afe1c416c614e31c1a351f7283e9f87
formal_t0_v3_sample0269	269	67	1	seed023	train023	train	medium	seed023_medium	formal_t0_v3_seed023_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed023_medium_workload_plan.json	c73a45801272593d16058060d14058fb0024f9a5f3f4d89e62e7b1de434352f7
formal_t0_v3_sample0270	270	67	2	seed023	train023	train	medium	seed023_medium	formal_t0_v3_seed023_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed023_medium_workload_plan.json	c73a45801272593d16058060d14058fb0024f9a5f3f4d89e62e7b1de434352f7
formal_t0_v3_sample0271	271	67	3	seed023	train023	train	medium	seed023_medium	formal_t0_v3_seed023_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed023_medium_workload_plan.json	c73a45801272593d16058060d14058fb0024f9a5f3f4d89e62e7b1de434352f7
formal_t0_v3_sample0272	272	67	4	seed023	train023	train	medium	seed023_medium	formal_t0_v3_seed023_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed023_medium_workload_plan.json	c73a45801272593d16058060d14058fb0024f9a5f3f4d89e62e7b1de434352f7
formal_t0_v3_sample0273	273	68	1	seed023	train023	train	heavy	seed023_heavy	formal_t0_v3_seed023_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed023_heavy_workload_plan.json	3a11088efdb3164b4fbd73f17ca36457a11942ac59f93b84e293ea862654b9bf
formal_t0_v3_sample0274	274	68	2	seed023	train023	train	heavy	seed023_heavy	formal_t0_v3_seed023_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed023_heavy_workload_plan.json	3a11088efdb3164b4fbd73f17ca36457a11942ac59f93b84e293ea862654b9bf
formal_t0_v3_sample0275	275	68	3	seed023	train023	train	heavy	seed023_heavy	formal_t0_v3_seed023_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed023_heavy_workload_plan.json	3a11088efdb3164b4fbd73f17ca36457a11942ac59f93b84e293ea862654b9bf
formal_t0_v3_sample0276	276	68	4	seed023	train023	train	heavy	seed023_heavy	formal_t0_v3_seed023_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed023_heavy_workload_plan.json	3a11088efdb3164b4fbd73f17ca36457a11942ac59f93b84e293ea862654b9bf
formal_t0_v3_sample0277	277	69	1	seed024	train024	train	light	seed024_light	formal_t0_v3_seed024_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed024_light_workload_plan.json	d0af398aa1e9beb63e0c315c0719a2c5b2b80319c15892ba62b8809f01958c35
formal_t0_v3_sample0278	278	69	2	seed024	train024	train	light	seed024_light	formal_t0_v3_seed024_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed024_light_workload_plan.json	d0af398aa1e9beb63e0c315c0719a2c5b2b80319c15892ba62b8809f01958c35
formal_t0_v3_sample0279	279	69	3	seed024	train024	train	light	seed024_light	formal_t0_v3_seed024_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed024_light_workload_plan.json	d0af398aa1e9beb63e0c315c0719a2c5b2b80319c15892ba62b8809f01958c35
formal_t0_v3_sample0280	280	69	4	seed024	train024	train	light	seed024_light	formal_t0_v3_seed024_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed024_light_workload_plan.json	d0af398aa1e9beb63e0c315c0719a2c5b2b80319c15892ba62b8809f01958c35
formal_t0_v3_sample0281	281	70	1	seed024	train024	train	medium	seed024_medium	formal_t0_v3_seed024_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed024_medium_workload_plan.json	47dda92d57d1f9ef3e0cbb08af9f5478e2945cb1ebecb76d79d100268c2c90fd
formal_t0_v3_sample0282	282	70	2	seed024	train024	train	medium	seed024_medium	formal_t0_v3_seed024_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed024_medium_workload_plan.json	47dda92d57d1f9ef3e0cbb08af9f5478e2945cb1ebecb76d79d100268c2c90fd
formal_t0_v3_sample0283	283	70	3	seed024	train024	train	medium	seed024_medium	formal_t0_v3_seed024_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed024_medium_workload_plan.json	47dda92d57d1f9ef3e0cbb08af9f5478e2945cb1ebecb76d79d100268c2c90fd
formal_t0_v3_sample0284	284	70	4	seed024	train024	train	medium	seed024_medium	formal_t0_v3_seed024_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed024_medium_workload_plan.json	47dda92d57d1f9ef3e0cbb08af9f5478e2945cb1ebecb76d79d100268c2c90fd
formal_t0_v3_sample0285	285	71	1	seed024	train024	train	heavy	seed024_heavy	formal_t0_v3_seed024_heavy	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed024_heavy_workload_plan.json	23606fc26fd405e89b181c09b71b4fcc28abdf6ad5a254c4b8179ec2a41b49a5
formal_t0_v3_sample0286	286	71	2	seed024	train024	train	heavy	seed024_heavy	formal_t0_v3_seed024_heavy	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed024_heavy_workload_plan.json	23606fc26fd405e89b181c09b71b4fcc28abdf6ad5a254c4b8179ec2a41b49a5
formal_t0_v3_sample0287	287	71	3	seed024	train024	train	heavy	seed024_heavy	formal_t0_v3_seed024_heavy	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed024_heavy_workload_plan.json	23606fc26fd405e89b181c09b71b4fcc28abdf6ad5a254c4b8179ec2a41b49a5
formal_t0_v3_sample0288	288	71	4	seed024	train024	train	heavy	seed024_heavy	formal_t0_v3_seed024_heavy	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed024_heavy_workload_plan.json	23606fc26fd405e89b181c09b71b4fcc28abdf6ad5a254c4b8179ec2a41b49a5
formal_t0_v3_sample0289	289	72	1	seed025	train025	train	light	seed025_light	formal_t0_v3_seed025_light	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed025_light_workload_plan.json	95fffa8fd0a9e1ff9339de933a470283c080115ea75e901f7d8bdf81474050f0
formal_t0_v3_sample0290	290	72	2	seed025	train025	train	light	seed025_light	formal_t0_v3_seed025_light	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed025_light_workload_plan.json	95fffa8fd0a9e1ff9339de933a470283c080115ea75e901f7d8bdf81474050f0
formal_t0_v3_sample0291	291	72	3	seed025	train025	train	light	seed025_light	formal_t0_v3_seed025_light	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed025_light_workload_plan.json	95fffa8fd0a9e1ff9339de933a470283c080115ea75e901f7d8bdf81474050f0
formal_t0_v3_sample0292	292	72	4	seed025	train025	train	light	seed025_light	formal_t0_v3_seed025_light	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed025_light_workload_plan.json	95fffa8fd0a9e1ff9339de933a470283c080115ea75e901f7d8bdf81474050f0
formal_t0_v3_sample0293	293	73	1	seed025	train025	train	medium	seed025_medium	formal_t0_v3_seed025_medium	vless	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed025_medium_workload_plan.json	b44f2d641d94cde6ab23770aa44b51fdd924f9c3aa3c332a27188c01025e3813
formal_t0_v3_sample0294	294	73	2	seed025	train025	train	medium	seed025_medium	formal_t0_v3_seed025_medium	shadowsocks	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed025_medium_workload_plan.json	b44f2d641d94cde6ab23770aa44b51fdd924f9c3aa3c332a27188c01025e3813
formal_t0_v3_sample0295	295	73	3	seed025	train025	train	medium	seed025_medium	formal_t0_v3_seed025_medium	trojan	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed025_medium_workload_plan.json	b44f2d641d94cde6ab23770aa44b51fdd924f9c3aa3c332a27188c01025e3813
formal_t0_v3_sample0296	296	73	4	seed025	train025	train	medium	seed025_medium	formal_t0_v3_seed025_medium	direct	/home/etip/datasets/plans/realistic_v1/t0_v3_r6/seed025_medium_workload_plan.json	b44f2d641d94cde6ab23770aa44b51fdd924f9c3aa3c332a27188c01025e3813
