domain_id	rank	domain	https_url	rank_bucket	split	split_key_sha256	split_seed	source_list_id	source_sha256	final_pool_sha256
domain0347	918	rocketmoney.dev	https://rocketmoney.dev/	top_1_1000	train	2a137188e0f2d2aec3983edef16f4e4796e56aee599531fc904795e26798ab03	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0251	664	intercom.io	https://intercom.io/	top_1_1000	train	2a4ef48edc24cfd025da317040997c6b9e6f43073e9cfed8dce3f714fb46cd3e	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0180	498	aol.com	https://aol.com/	top_1_1000	train	2accfe18b41ff62f5009542d337ed6407a37a455fb0bfe20787e9fe565ed90f7	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0330	871	figma.com	https://figma.com/	top_1_1000	train	2b91712dc0de8cf1636eda42e6038fc8aec512703960a30a62adf56ba1f7b29e	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0263	692	linode.com	https://linode.com/	top_1_1000	train	2ba3fdc35bac6e6550667718d72f6af61f3e42b3ff151b2c4782cc63a99419a7	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0190	536	amazon.co.za	https://amazon.co.za/	top_1_1000	train	2bd8d097f016dd4efe248300e905306a2998271f82f9871863737fc466ca76dd	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0387	1092	cpanel.com	https://cpanel.com/	rank_1001_100000	train	2bfa6d96c592743afc0b443713f1d4ed6f083e90c5970d9d805933b7f432c89b	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0102	301	alibaba.com	https://alibaba.com/	top_1_1000	train	2c8159bf07585204262f9defeb698471c208068d301a307e803aa00ca3dfc92a	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0415	1157	letsencrypt.org	https://letsencrypt.org/	rank_1001_100000	train	2d915007f9fea30380be90d29b0e6930228abbb68a3c01a6687c8e126ce5c438	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0001	2	cloudflare.com	https://cloudflare.com/	top_1_1000	train	2e21aeaeb3cc7bb860ec3e6e7b13a0edfe0e77c5a55c9503eb061493a9a6f067	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0286	745	wpguardian.io	https://wpguardian.io/	top_1_1000	train	2e4c3edf3fccfe9bd80e3c3d45d5890e713252ad175d8030973aeac71b1d6c9e	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0379	1076	flashscore.com	https://flashscore.com/	rank_1001_100000	train	2ea85671ae81e3ba25a3f8808728ff6e78fd62f90849793e9916a33cce44a07c	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0466	100041	hyperledger.org	https://hyperledger.org/	rank_100001_1000000	train	2eaacb52239299bd66b65703e98d8d8909626f220ba2c436554f555d26129365	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0474	100051	hro.nl	https://hro.nl/	rank_100001_1000000	train	2ec6637008645bd273f04019f15d0999fc9a4cc9d7358b6a3f4a62dcaf211f06	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0216	590	ieee.org	https://ieee.org/	top_1_1000	train	2ed4597cdc6e80ef43b4c5b8bb20a86b86d172738549f5acf3f6c880cb7fe240	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0320	834	no-ip.com	https://no-ip.com/	top_1_1000	train	2f38013fbfa3fd29ab97323357a5d96ac41060b22dbf58f8c5997f97b35b22f3	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0161	446	sohu.com	https://sohu.com/	top_1_1000	train	30be5f4c8be61a1be9d6b363cc5336640b0c64bcb5efa774233b4ae991189cdc	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0329	870	lwsdns.com	https://lwsdns.com/	top_1_1000	train	328e1d30d242074c6cd3809abebb2a6b73f11c1468fe78c3aa38c11335410e82	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0370	1052	poki.com	https://poki.com/	rank_1001_100000	train	337eb360d91a42e87746bf4087a2f240ec9c2a1382b5ec5f6f44c57e320aedf0	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0063	198	lencr.org	https://lencr.org/	top_1_1000	train	345c2084143d8bbb2cae2f01441a8ec8422da0495cb61cf6ae56d1f2d966c8f0	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0492	100092	mofo.com	https://mofo.com/	rank_100001_1000000	train	348ab3880b635d5a96d1a37100b19e4909b5409cd4b133355a1f3ff623e4c6bd	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0268	704	consultant.ru	https://consultant.ru/	top_1_1000	train	34a07e40bb0cdd23f4f4cc6af454cafdfcb5bcd6ffa798b0805178cdd611bc02	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0482	100070	cccbr.org.uk	https://cccbr.org.uk/	rank_100001_1000000	train	34bc093398713b9dda9c75e6ac909f66405c06dcb3515bc8992c01a979558d24	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0019	64	msn.com	https://msn.com/	top_1_1000	train	34c7905d01281157d7289ef8e5e6227b601d8884166cfde7494fc4db043ef8cc	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0023	84	yandex.net	https://yandex.net/	top_1_1000	train	3510e00d54a61e7f601fd38eec1f965bc6eb17f87fab6d41164d1cce55aaa786	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0039	117	registrar-servers.com	https://registrar-servers.com/	top_1_1000	train	3575f71775e6c1a8b26443e636b98841db6b63f338f37277affb32e567b58b15	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0405	1127	conviva.com	https://conviva.com/	rank_1001_100000	train	35c006cc2b9159e7ef0a779ba253fe3bdfc9ef9038e6872363c74b4cea714baf	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0408	1138	he.net	https://he.net/	rank_1001_100000	train	35e465c73b2d604ff0cbce0a6ef8c3d73528c17a6f86f070ae8765ad79977995	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0163	450	yahoo.co.jp	https://yahoo.co.jp/	top_1_1000	train	36011afeb9be9f14a419e6a6981753341307771c09d876fa4464d5099c65c7b9	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0339	894	wyzecam.com	https://wyzecam.com/	top_1_1000	train	36d4b15c3e1b8b5d8cc0e8474c28a0d970014ea32bb2fecd26c3a98df083395c	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0499	100104	agfeo.de	https://agfeo.de/	rank_100001_1000000	train	37f838bd8dabce35f7dea1374834a4b7af6fcc8844d99a9404affe74900e939b	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0371	1054	netcraze.io	https://netcraze.io/	rank_1001_100000	train	3805db8fe0d98312e4cec08a4a759d66e4e34f6686aa6a5e920da31d068437c4	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0130	367	calendly.com	https://calendly.com/	top_1_1000	train	3893c4919236b243eaa9cf34083454745216589b7da2c65be14652b7bcb81083	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0052	167	applovin.com	https://applovin.com/	top_1_1000	train	389c25a21b4b5bd44b98b5a85154232f610b530684dc21286a9d82ecb2ee431f	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0147	401	vivoglobal.com	https://vivoglobal.com/	top_1_1000	train	38cb1cc3f75dc207b6a2389578c772a0fe0cd46753f1d6f67b37dcc961563de6	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0182	506	amzn.to	https://amzn.to/	top_1_1000	train	38f05e1da40078f10d7a8bfd3ac723f84a588d1c5a79ac1c8c476e0cec0c1463	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0225	612	surveymonkey.com	https://surveymonkey.com/	top_1_1000	train	390d0c12b08553bcb04e82b11161b5706acfebe3007c1de5a1fb2d52c56adcb6	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0064	201	taboola.com	https://taboola.com/	top_1_1000	train	397f1162c33ace3cf00507d5eb226377fd9118cb5f71f6d3f6a3f416a6b57547	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0128	365	onelink.me	https://onelink.me/	top_1_1000	train	39ba34fde8ecf748847139d5bd848673b89d4e03fa86c732b1cc7ad43184cedd	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0451	100001	budapestopenaccessinitiative.org	https://budapestopenaccessinitiative.org/	rank_100001_1000000	train	39c0f4641996aeebd77e52b975da80f879495bd13a9365405841e26ea4aa471c	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0303	798	ameblo.jp	https://ameblo.jp/	top_1_1000	train	3a0b6844df88830ffdeaf587ebb920ed8a7265c5e64cd7b59a22d62205d782fa	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0483	100071	clip.mx	https://clip.mx/	rank_100001_1000000	train	3aa885dbc37a277d43e2d6c9b22857a1043a627fad496365ad650a12ec7fe3fb	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0088	273	springer.com	https://springer.com/	top_1_1000	train	3b4f481d6e6d6e1f005e72c10f6dc394d6e44604153b232e143b1b0187818f0f	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0104	303	mzstatic.com	https://mzstatic.com/	top_1_1000	train	3b59b7de93e384af7c51b82c1969125c16eaeff49ef499f713ea10d37d8cac0d	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0162	447	paloaltonetworks.com	https://paloaltonetworks.com/	top_1_1000	train	3b8c9d94d122496d1cf54085681e2d847770b3e814aad8eb5dde4b0eec439601	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0462	100027	adsimple.de	https://adsimple.de/	rank_100001_1000000	train	3d1cd278a87b75a6cf02d8496db8223483c8f75cc12137bde55803723077bdee	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0005	17	dzen.ru	https://dzen.ru/	top_1_1000	train	3de7e7f60c660290dcf58a89a6960ed6ad937a83ef12b2a78df2c5418b908bd4	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0048	151	reg.ru	https://reg.ru/	top_1_1000	train	3e11e44d6665dafeb0f50d214ebfed4439247602d5b70a66914ff954b5d69dbf	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0010	28	azure.com	https://azure.com/	top_1_1000	train	3ea0680b32269f96ed5de8af521c6ec511b96b87f1c9eb4e61f9d907955e22df	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0454	100007	plantbasednews.org	https://plantbasednews.org/	rank_100001_1000000	train	3f4e75443a2e857d429be1bb4a92991bd5049b8f30ca61323dc93bcfc197dd49	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0445	1213	vg.no	https://vg.no/	rank_1001_100000	train	3f67233db9ffca38bc6f3d35bc5c15f0159ae327f0658a4119d2e7eef9b55ead	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0169	461	skyhigh.cloud	https://skyhigh.cloud/	top_1_1000	train	3ffff8623cf4791fcececc093281bc8be8b8a8eb6d2cde59fcfc418d84621a5d	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0020	67	ntp.org	https://ntp.org/	top_1_1000	train	40292cd5c02e80b28eba789d873c5e0786c3e1799abd82d4fc6246d5b53ba66f	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0077	250	hubspot.com	https://hubspot.com/	top_1_1000	train	4077a3e4dafe6b7b4c7fe0a189eb5e64644aa07a423f3e0769e348612f5a761d	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0362	1027	giphy.com	https://giphy.com/	rank_1001_100000	train	40af25c4200059154f433c8d8c4599618013e4659d10532433d7bfb31d1cbe91	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0097	291	harvard.edu	https://harvard.edu/	top_1_1000	train	416a79fb96d1bcafe78d211fe72418fb3fcc7999a4686468b4441ffc5ec287c2	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0257	674	meta.com	https://meta.com/	top_1_1000	train	423e4e990196397d645b52f4934ae1058ab1a58b84a7a361f7fa3880bf6157f8	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0332	877	chess.com	https://chess.com/	top_1_1000	train	425371f6cbd27cb44af4698051b02ae15bc1bd7616068d55b55c1174c5e5694b	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0476	100061	visionspecialists.org	https://visionspecialists.org/	rank_100001_1000000	train	4323cdef22e2e6467e154faf226667a6926aeeca8b08d194280b90f35a866439	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0133	370	mi.com	https://mi.com/	top_1_1000	train	43923d7eb76300deffae1623b95e9379597c0402c0df09836d395124a244845a	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0117	333	smartadserver.com	https://smartadserver.com/	top_1_1000	train	44c4dc2070c7fe82d797718a6d3c0d1a3f991cc0ddd1db237690380a13ad870a	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0295	778	gumgum.com	https://gumgum.com/	top_1_1000	train	4554b3b8c5722cc1cd793f07023b212ba26edacf7dc329cb045671a45e7ce6c9	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0223	606	klaviyo.com	https://klaviyo.com/	top_1_1000	train	45b6c858a6e50a37aff0a94ed00b1f253b034e8dd1ce27d3a2e6ac9f379226ed	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0202	561	cornell.edu	https://cornell.edu/	top_1_1000	train	4687689b2b9359d97981fd63c9df81f7c0b9ad1410050490e2cea119f5348e9d	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0315	819	zoho.com	https://zoho.com/	top_1_1000	train	4689d814f35040d850df28d2cd4a333d29c7a205d9d11e2bb3fe6a3119fb2269	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0359	1021	nextcloud.com	https://nextcloud.com/	rank_1001_100000	train	46dfa3e6fa24e974b5a21a6d29d03e69f42b95d8fd7cadb19a8232b58ce0dca3	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0254	668	outbrain.com	https://outbrain.com/	top_1_1000	train	46e99e14b40bc6d7b8808d6499d922e0ec4f445e349830c19dedd06ace4dd470	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0488	100082	yonote.ru	https://yonote.ru/	rank_100001_1000000	train	475d9750f2ef45568d2177406d49cca86dcd29414d555c170472422359d1dfd8	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0301	791	apnews.com	https://apnews.com/	top_1_1000	train	476b0d70457589090d54cb0fa9d1493a934f65ee5cf1fd5f71ead0fcd9f324d3	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0199	557	noaa.gov	https://noaa.gov/	top_1_1000	train	4770da0f571bd4ac3f9e41b65c0c0e681f8551ab80917120e6f47725465d5433	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0327	859	frontiersin.org	https://frontiersin.org/	top_1_1000	train	47825fac73d51ce9f8540dda570407c4b9c89e4dba8791051f88b08d15f267c6	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
domain0363	1028	wise.com	https://wise.com/	rank_1001_100000	train	4809da9285126dfd45de80122365e8c6d3b054979ebf10372cdd341f3f73a2cd	proxytraffic-realistic-v1-formal-t0-domain-split-v3	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	ead6f94c28ec666880ac1a16154b8faebef78e44e76d40001092b10f4040c14a
